TECTONIC_SETTING,LOCATION,LATITUDE,LONGITUDE,LAND_SEA,SAMPLE_NAME,ROCK_NAME,ROCK_TYPE,SIO2_WT,TIO2_WT,AL2O3_WT,FE2O3_WT,FEO_WT,FEOT_WT,CAO_WT,MGO_WT,MNO_WT,K2O_WT,NA2O_WT,P2O5_WT,LI_PPM,BE_PPM,B_PPM,C_PPM,CO2_PPM,F_PPM,NA_PPM,MG_PPM,AL_PPM,P_PPM,S_PPM,CL_PPM,K_PPM,CA_PPM,SC_PPM,TI_PPM,V_PPM,CR_PPM,MN_PPM,FE_PPM,CO_PPM,NI_PPM,CU_PPM,ZN_PPM,GA_PPM,GE_PPM,AS_PPM,SE_PPM,BR_PPM,RB_PPM,SR_PPM,Y_PPM,ZR_PPM,NB_PPM,MO_PPM,RU_PPM,RH_PPM,PD_PPM,AG_PPM,CD_PPM,IN_PPM,SN_PPM,SB_PPM,TE_PPM,I_PPM,CS_PPM,BA_PPM,LA_PPM,CE_PPM,PR_PPM,ND_PPM,SM_PPM,EU_PPM,GD_PPM,TB_PPM,DY_PPM,HO_PPM,ER_PPM,TM_PPM,YB_PPM,LU_PPM,HF_PPM,TA_PPM,W_PPM,RE_PPM,OS_PPM,IR_PPM,PT_PPM,AU_PPM,HG_PPM,TL_PPM,PB_PPM,BI_PPM,TH_PPM,U_PPM
CONVERGENT MARGIN,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-NORTHWESTERN SEGMENT / GUATEMALA / TACANA,15.1331,-92.1094,SAE,s_9891LJ [10992],ANDESITE [10992],VOL,61.48,0.568,17.39,,,5.22,5.64,2.25,0.114,2.078,3.74,0.156,,,,,,,,,,,,,,,10.8,,79,5,,,,0,10,56,,,,,,60,520,17,143,5.2,,,,,,,,,,,,,780,15.7,30.2,,13.3,,,,,,,,,,,,,,,,,,,,,,,,
CONVERGENT MARGIN,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-NORTHWESTERN SEGMENT / GUATEMALA / TACANA,15.1331,-92.1094,SAE,s_9891P [10992],ANDESITE [10992],VOL,60.38,0.51,19.82,2.15,2.16,,4.51,2.09,0.1,2.11,3.39,0.13,,,,,,,,,,,,,,,,,,16.2,,,,,,,,,,,,43,471,13,152,6.6,,,,,,,,,,,,,740,26.8,38.2,,,,,,,,,,,,,,,,,,,,,,,,,,
CONVERGENT MARGIN,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-NORTHWESTERN SEGMENT / GUATEMALA / TACANA,15.1331,-92.1094,SAE,s_9892A [10992],ANDESITE [10992],VOL,62.22,0.56,17.16,1.13,3.52,,5.77,2.32,0.11,2.29,3.68,0.13,,,,,,,,,,,,,,,,,,30.1,,,,,,,,,,,,54,489,13,140,7.6,,,,,,,,,,,,,779,17.1,30.9,,,,,,,,,,,,,,,,,,,,,,,,,,
CONVERGENT MARGIN,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-NORTHWESTERN SEGMENT / GUATEMALA / TACANA,15.1331,-92.1094,SAE,s_9892B [10992],ANDESITE [10992],VOL,62.08,0.59,17.47,1.79,2.76,,5.46,2.42,0.1,2.24,3.84,0.13,,,,,,,,,,,,,,,,,,23.1,,,,,,,,,,,,50,512,11,135,7.9,,,,,,,,,,,,,777,15.9,33.1,,,,,,,,,,,,,,,,,,,,,,,,,,
CONVERGENT MARGIN,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-NORTHWESTERN SEGMENT / GUATEMALA / TACANA,15.1331,-92.1094,SAE,s_9892C [10992],ANDESITE [10992],VOL,60.68,0.64,18.25,2.03,3.2,,6.4,2.36,0.11,1.87,3.97,0.12,,,,,,,,,,,,,,,,,,42.2,,,,,,,,,,,,44,560,12,132,7.9,,,,,,,,,,,,,708,11.8,32.3,,,,,,,,,,,,,,,,,,,,,,,,,,
CONVERGENT MARGIN,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-NORTHWESTERN SEGMENT / GUATEMALA / TACANA / MIXCUN FLOW,15.13,-92.11,SAE,s_TAC9320 [11020],ANDESITE [11020],VOL,61.98,0.56,16.7,,,5.14,5.64,2.3,0.1,2.34,3.8,0.14,,2,,,,,,,,,,,,,10.1,,105,15.2,,,13.1,5,14,76,,,,,,61,481,15,122,,,,,,,0,,,,,,2.5,699,16.5,34,,14,2.97,0.84,,0.4,,,,,1.41,0.21,3.7,0,,,,,,,,,14,,4.1,1.3
CONVERGENT MARGIN,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-NORTHWESTERN SEGMENT / GUATEMALA / TACANA / MIXCUN FLOW,15.13,-92.11,SAE,s_TAC9721DL [11020],ANDESITE [11020],VOL,61.77,0.58,16.83,,,5.25,5.67,2.36,0.1,2.2,3.79,0.15,,2,,,,,,,,,,,,,11.1,,109,15.1,,,13.7,6,15,78,,,,,,68,483,15,122,,,,,,,0,,,,,,2.5,722,17.3,34,,15,3.15,0.89,,0.5,,,,,1.51,0.24,3.7,0,,,,,,,,,20,,4.2,1.3
CONVERGENT MARGIN,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-NORTHWESTERN SEGMENT / GUATEMALA / TACANA / MIXCUN FLOW,15.13,-92.11,SAE,s_TAC9721GL [11020],ANDESITE [11020],VOL,61.24,0.59,16.94,,,5.5,5.74,2.45,0.11,2.17,3.77,0.15,,2,,,,,,,,,,,,,10.2,,112,12.9,,,13.7,4,14,83,,,,,,58,490,15,126,,,,,,,0,,,,,,2.3,677,15.7,33,,14,2.83,0.81,,0.4,,,,,1.42,0.21,3.4,0,,,,,,,,,15,,3.8,1.3
CONVERGENT MARGIN,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-NORTHWESTERN SEGMENT / GUATEMALA / TACANA / MIXCUN FLOW,15.13,-92.11,SAE,s_TAC9721P [11020],ANDESITE [11020],VOL,60.36,0.56,16.47,,,5.24,5.52,2.23,0.1,2.18,3.68,0.15,,2,,,,,,,,,,,,,10.2,,107,11.3,,,14.5,6,15,77,,,,,,64,471,15,116,,,,,,,0,,,,,,2.5,669,16.5,33,,15,2.97,0.87,,0.4,,,,,1.44,0.22,3.6,0,,,,,,,,,13,,4.3,1.4
CONVERGENT MARGIN,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-NORTHWESTERN SEGMENT / GUATEMALA / TACANA / MIXCUN FLOW,15.13,-92.11,SAE,s_TAC9721MI [11020],"ANDESITE, BASALTIC [11020]",VOL,53.85,0.88,18.23,,,7.78,8.4,4.07,0.13,1.31,3.52,0.15,,2,,,,,,,,,,,,,21.2,,211,34,,,23.5,11,26,92,,,,,,29,468,16,95,,,,,,,0,,,,,,1.3,490,10.7,24,,13,2.87,0.9,,0.4,,,,,1.46,0.22,2.5,0,,,,,,,,,6,,2,0.6
CONVERGENT MARGIN,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-NORTHWESTERN SEGMENT / GUATEMALA / TACANA / MIXCUN FLOW,15.13,-92.11,SAE,s_TAC9864 [11020],DACITE [11020],VOL,64.41,0.45,17.03,,,3.21,5.04,2.31,0.09,2.17,3.82,0.15,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,47,477,19,146,,,,,,,,,,,,,,428,19,20,,,,,,,,,,,,,,,,,,,,,,,,,,
CONVERGENT MARGIN,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-NORTHWESTERN SEGMENT / GUATEMALA / TACANA / MIXCUN FLOW,15.13,-92.11,SAE,s_TAC9866 [11020],DACITE [11020],VOL,64.21,0.48,17.58,,,3.34,4.94,1.71,0.08,1.85,4.64,0.1,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,50,638,17,154,,,,,,,,,,,,,,894,17,30,,,,,,,,,,,,,,,,,,,,,,,,,,
CONVERGENT MARGIN,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-NORTHWESTERN SEGMENT / GUATEMALA / TACANA / MIXCUN FLOW,15.13,-92.11,SAE,s_TAC9867 [11020],ANDESITE [11020],VOL,61.9,0.55,17.79,,,4,5.96,2.81,0.01,2.05,3.71,0.12,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,57,481,19,144,,,,,,,,,,,,,,765,15,25,,,,,,,,,,,,,,,,,,,,,,,,,,
CONVERGENT MARGIN,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-NORTHWESTERN SEGMENT / EL SALVADOR / AHUACHAPAN / BALSAMO FORMATION,14.0212,-89.9034,SAE,s_ES 50 [10875],ANDESITE [10875],VOL,,,,,,,,,,,,,,0.76,22.6,,,,,,,,,,,,15.7,,141,8.22,,,19.3,11,57,,18.3,,,,,20.6,490,18.5,96,2.05,,,,,,,,,,,,1.25,589,7.9,17.9,2.57,11.6,2.92,0.91,3.03,0.5,3.04,0.65,1.81,0.28,1.77,0.26,2.74,0.15,,,,,,,,0.17,4.2,,1.18,0.52
CONVERGENT MARGIN,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-NORTHWESTERN SEGMENT / EL SALVADOR / BERLIN / SAN SALVADOR FORMATION,13.5253,-88.5036,SAE,s_ES 27 [11022],NOT GIVEN [11022],VOL,56.58,0.71,17.29,2.62,4.93,,6.85,3.04,0.16,2.05,3.2,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CONVERGENT MARGIN,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-NORTHWESTERN SEGMENT / EL SALVADOR / AHUACHAPAN / SAN SALVADOR FORMATION,13.8825,-89.7969,SAE,s_ES 39 [11022],NOT GIVEN [11022],VOL,58.92,0.77,18.18,3.21,3.29,,5.83,2.15,0.14,2.01,4.3,0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CONVERGENT MARGIN,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-NORTHWESTERN SEGMENT / EL SALVADOR / AHUACHAPAN / SAN SALVADOR FORMATION,13.905,-89.7697,SAE,s_ES 35 [11022],NOT GIVEN [11022],VOL,57.31,0.85,17.47,3.56,3.81,,5.73,3.03,0.14,1.92,3.97,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CONVERGENT MARGIN,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-NORTHWESTERN SEGMENT / EL SALVADOR / BERLIN / SAN SALVADOR FORMATION,13.5072,-88.5369,SAE,s_BE 1 [11022],NOT GIVEN [11022],VOL,65.36,0.7,16.5,4.94,,,2.34,1.22,0.11,2.36,4.11,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CONVERGENT MARGIN,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-NORTHWESTERN SEGMENT / EL SALVADOR / BERLIN / BALSAMO FORMATION,13.5167,-88.5283,SAE,s_BE 2 [11022],NOT GIVEN [11022],VOL,50.68,1.22,17.92,12.1,0.2,,9.51,4.27,,1.39,2.73,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CONVERGENT MARGIN,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-NORTHWESTERN SEGMENT / EL SALVADOR / BERLIN / BALSAMO FORMATION,13.5167,-88.5283,SAE,s_BER 1 [11022],NOT GIVEN [11022],VOL,60.49,1.03,15.61,8.84,,,4.14,1.23,0.19,2.79,3.93,0.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CONVERGENT MARGIN,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-NORTHWESTERN SEGMENT / EL SALVADOR / SAN SALVADOR / SAN SALVADOR FORMATION,13.7353,-89.28,SAE,s_ES 1 [11022],NOT GIVEN [11022],VOL,53.37,1.23,16.39,3.82,7.03,,7.37,3.26,0.21,1.42,3.54,0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CONVERGENT MARGIN,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-NORTHWESTERN SEGMENT / EL SALVADOR / SAN SALVADOR / SAN SALVADOR FORMATION,13.8072,-89.3264,SAE,s_ES 3 [11022],NOT GIVEN [11022],VOL,57.71,1.17,15.15,0.17,9.27,,5.45,2.16,0.22,2.22,3.89,0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CONVERGENT MARGIN,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-NORTHWESTERN SEGMENT / EL SALVADOR / SAN SALVADOR / SAN SALVADOR FORMATION,13.8936,-89.5303,SAE,s_ES 4 [11022],NOT GIVEN [11022],VOL,54.09,0.82,19.73,2.97,4.88,,8.01,2.51,0.14,1.77,3.23,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CONVERGENT MARGIN,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-NORTHWESTERN SEGMENT / EL SALVADOR / CUSCATLAN FORMATION,13.7064,-89.0639,SAE,s_ES 5 [11022],NOT GIVEN [11022],VOL,68.59,0.35,15.29,1.18,1.87,,3.08,0.84,0.11,2.26,4.13,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CONVERGENT MARGIN,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-NORTHWESTERN SEGMENT / EL SALVADOR / CUSCATLAN FORMATION,13.7089,-89.0681,SAE,s_ES 6 [11022],NOT GIVEN [11022],VOL,70.83,0.33,15.11,1.36,1.29,,2.54,0.69,0.11,2.27,4.43,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CONVERGENT MARGIN,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-NORTHWESTERN SEGMENT / EL SALVADOR / BERLIN / SAN SALVADOR FORMATION,13.5275,-88.4956,SAE,s_ES 9 [11022],NOT GIVEN [11022],VOL,61.89,0.59,16.25,1.19,3.66,,3.84,1.46,0.15,2.31,4.04,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CONVERGENT MARGIN,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-NORTHWESTERN SEGMENT / EL SALVADOR / CHALATENANGO,13.6686,-88.0933,SAE,s_ES 16 [11022],NOT GIVEN [11022],VOL,70.45,0.16,14.04,0.92,0.78,,1.05,0.35,0.1,5.18,2.72,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CONVERGENT MARGIN,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-NORTHWESTERN SEGMENT / EL SALVADOR / BERLIN / SAN SALVADOR FORMATION,13.5167,-88.5081,SAE,s_ES 23 [11022],NOT GIVEN [11022],VOL,55.99,0.75,17.46,3.08,5.14,,7.43,3.49,0.16,1.87,3.15,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CONVERGENT MARGIN,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-NORTHWESTERN SEGMENT / EL SALVADOR / BALSAMO FORMATION,13.8117,-89.1953,SAE,s_ES 29 [11022],NOT GIVEN [11022],VOL,50.4,1.06,18.66,2.51,6.96,,8.77,5.19,0.16,1.04,3.02,0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CONVERGENT MARGIN,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-NORTHWESTERN SEGMENT / EL SALVADOR / BALSAMO FORMATION,13.8433,-89.1581,SAE,s_ES 30 [11022],NOT GIVEN [11022],VOL,49.78,1.07,19.35,2.01,8.25,,9.59,3.49,0.2,1.16,2.82,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CONVERGENT MARGIN,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-NORTHWESTERN SEGMENT / EL SALVADOR / BALSAMO FORMATION,14.1044,-89.2344,SAE,s_ES 31 [11022],NOT GIVEN [11022],VOL,50.16,1.07,17.28,2.63,6.58,,8.77,6.48,0.15,1.12,2.91,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CONVERGENT MARGIN,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-NORTHWESTERN SEGMENT / EL SALVADOR / BALSAMO FORMATION,14.1531,-89.3053,SAE,s_ES 32 [11022],NOT GIVEN [11022],VOL,52.8,1.06,17.23,2.76,5.67,,8.19,4.14,0.15,1.57,3.06,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CONVERGENT MARGIN,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-NORTHWESTERN SEGMENT / EL SALVADOR / BALSAMO FORMATION,13.745,-89.6275,SAE,s_ES 44 [11022],NOT GIVEN [11022],VOL,52.6,1.06,18.08,4.59,4.99,,7.98,3.64,0.17,1.83,3.24,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CONVERGENT MARGIN,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-NORTHWESTERN SEGMENT / EL SALVADOR / AHUACHAPAN / BALSAMO FORMATION,14.0212,-89.9034,SAE,s_ES 50 [11022],NOT GIVEN [11022],VOL,57.42,0.59,18.04,3.2,3.4,,6.91,3.01,0.14,1.43,3.45,0.18,,,,,,,,,,,,,,,,,123,7,,,20,8,,,,,,,,21,494,16,102,2,,,,,,,,,,,,,604,8,22,,,,,,,,,,,,,,,,,,,,,,,,,,
CONVERGENT MARGIN,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-NORTHWESTERN SEGMENT / EL SALVADOR / AHUACHAPAN / SAN SALVADOR FORMATION,13.9404,-89.7769,SAE,s_ES 51 [11022],NOT GIVEN [11022],VOL,55.39,0.84,18.1,2.19,6.09,,6.95,3.22,0.16,1.48,3.83,0.21,,,,,,,,,,,,,,,,,173,2,,,24,6,,,,,,,,34,400,25,130,3,,,,,,,,,,,,,650,13,32,,,,,,,,,,,,,,,,,,,,,,,,,,
CONVERGENT MARGIN,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-NORTHWESTERN SEGMENT / EL SALVADOR / AHUACHAPAN / SAN SALVADOR FORMATION,13.9404,-89.7769,SAE,s_ES 52 [11022],NOT GIVEN [11022],VOL,59.95,0.62,16.88,1.55,4.65,,5.62,2.16,0.14,2.25,3.75,0.19,,,,,,,,,,,,,,,,,97,1,,,17,5,,,,,,,,52,348,25,160,4,,,,,,,,,,,,,711,12,36,,,,,,,,,,,,,,,,,,,,,,,,,,
CONVERGENT MARGIN,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-NORTHWESTERN SEGMENT / EL SALVADOR / AHUACHAPAN / SAN SALVADOR FORMATION,13.9377,-89.7799,SAE,s_ES 53 [11022],NOT GIVEN [11022],VOL,60.3,0.62,17.03,1.73,4.62,,5.56,2.17,0.14,2.02,3.95,0.2,,,,,,,,,,,,,,,,,97,0,,,17,3,,,,,,,,48,341,24,156,4,,,,,,,,,,,,,729,17,36,,,,,,,,,,,,,,,,,,,,,,,,,,
CONVERGENT MARGIN,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-NORTHWESTERN SEGMENT / EL SALVADOR / AHUACHAPAN / BALSAMO FORMATION,13.9946,-89.8258,SAE,s_ES 54A [11022],NOT GIVEN [11022],VOL,64.19,0.59,16.37,2.96,2.08,,3.06,0.92,0.11,2.52,5.25,0.15,,,,,,,,,,,,,,,,,48,0,,,8,4,,,,,,,,58,293,32,213,6,,,,,,,,,,,,,1067,18,31,,,,,,,,,,,,,,,,,,,,,,,,,,
CONVERGENT MARGIN,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-NORTHWESTERN SEGMENT / EL SALVADOR / AHUACHAPAN / BALSAMO FORMATION,13.9946,-89.8258,SAE,s_ES 54B [11022],NOT GIVEN [11022],VOL,59.71,0.72,17.29,3.04,3.42,,5.17,1.86,0.15,1.8,4.67,0.19,,,,,,,,,,,,,,,,,100,4,,,16,4,,,,,,,,39,348,30,147,3,,,,,,,,,,,,,880,12,32,,,,,,,,,,,,,,,,,,,,,,,,,,
CONVERGENT MARGIN,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-NORTHWESTERN SEGMENT / EL SALVADOR / AHUACHAPAN / SAN SALVADOR FORMATION,14.0489,-89.7031,SAE,s_ES 56 [11022],NOT GIVEN [11022],VOL,58.31,0.74,17.72,7,0.33,,5.61,1.74,0.07,1.57,3.71,0.15,,,,,,,,,,,,,,,,,140,7,,,24,10,,,,,,,,35,401,116,98,4,,,,,,,,,,,,,824,89,53,,,,,,,,,,,,,,,,,,,,,,,,,,
CONVERGENT MARGIN,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-NORTHWESTERN SEGMENT / EL SALVADOR / AHUACHAPAN / BALSAMO FORMATION,14.0994,-89.7068,SAE,s_ES 58 [11022],NOT GIVEN [11022],VOL,52.43,1.09,17.58,1.87,6.66,,7.96,4.96,0.16,1.28,3.64,0.42,,,,,,,,,,,,,,,,,181,83,,,27,40,,,,,,,,19,558,28,166,6,,,,,,,,,,,,,628,21,43,,,,,,,,,,,,,,,,,,,,,,,,,,
CONVERGENT MARGIN,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-NORTHWESTERN SEGMENT / EL SALVADOR / AHUACHAPAN / SAN SALVADOR FORMATION,13.9641,-89.7593,SAE,s_ES 59 [11022],NOT GIVEN [11022],VOL,55.74,0.84,17.94,2.05,5.98,,7,3.29,0.15,1.61,3.69,0.19,,,,,,,,,,,,,,,,,176,2,,,24,6,,,,,,,,37,391,25,132,2,,,,,,,,,,,,,629,15,29,,,,,,,,,,,,,,,,,,,,,,,,,,
CONVERGENT MARGIN,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-NORTHWESTERN SEGMENT / EL SALVADOR / AHUACHAPAN / SAN SALVADOR FORMATION,13.9541,-89.7876,SAE,s_ES 60 [11022],NOT GIVEN [11022],VOL,59.13,0.7,17.89,1.65,4.97,,5.57,2.41,0.14,2.13,3.85,0.17,,,,,,,,,,,,,,,,,121,1,,,18,5,,,,,,,,50,329,29,166,3,,,,,,,,,,,,,802,12,32,,,,,,,,,,,,,,,,,,,,,,,,,,
CONVERGENT MARGIN,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-NORTHWESTERN SEGMENT / EL SALVADOR / BALSAMO FORMATION,13.8611,-89.8428,SAE,s_ES 62 [11022],NOT GIVEN [11022],VOL,63.78,0.69,16.25,0.99,3.93,,3.57,1.32,0.15,2.42,5.17,0.25,,,,,,,,,,,,,,,,,42,0,,,10,4,,,,,,,,54,285,37,213,3,,,,,,,,,,,,,978,18,31,,,,,,,,,,,,,,,,,,,,,,,,,,
CONVERGENT MARGIN,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-NORTHWESTERN SEGMENT / EL SALVADOR / BALSAMO FORMATION,13.831,-89.8428,SAE,s_ES 63 [11022],NOT GIVEN [11022],VOL,58.74,0.82,17.54,3.49,3.66,,5.62,1.98,0.12,1.41,4.35,0.2,,,,,,,,,,,,,,,,,130,1,,,17,3,,,,,,,,31,349,38,141,4,,,,,,,,,,,,,707,12,18,,,,,,,,,,,,,,,,,,,,,,,,,,
CONVERGENT MARGIN,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-NORTHWESTERN SEGMENT / EL SALVADOR / BALSAMO FORMATION,13.8259,-89.8563,SAE,s_ES 64 [11022],NOT GIVEN [11022],VOL,57.45,0.73,17.61,4,3.64,,6.72,2.59,0.14,1.41,3.71,0.14,,,,,,,,,,,,,,,,,154,7,,,21,4,,,,,,,,34,347,31,124,3,,,,,,,,,,,,,624,7,22,,,,,,,,,,,,,,,,,,,,,,,,,,
CONVERGENT MARGIN,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-NORTHWESTERN SEGMENT / EL SALVADOR / BALSAMO FORMATION,13.8139,-89.8552,SAE,s_ES 65 [11022],NOT GIVEN [11022],VOL,58.05,0.79,17.5,4.11,3.97,,6.07,2.71,0.11,1.38,3.75,0.13,,,,,,,,,,,,,,,,,174,4,,,22,5,,,,,,,,29,360,24,111,3,,,,,,,,,,,,,602,10,18,,,,,,,,,,,,,,,,,,,,,,,,,,
CONVERGENT MARGIN,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-NORTHWESTERN SEGMENT / EL SALVADOR / SAN SALVADOR FORMATION,13.9644,-89.7411,SAE,s_ES 66 [11022],NOT GIVEN [11022],VOL,69.47,0.13,14.34,0.41,1.82,,1.47,0.36,0.11,4.79,3.66,0.04,,,,,,,,,,,,,,,,,8,0,,,2,5,,,,,,,,166,115,34,198,7,,,,,,,,,,,,,782,34,64,,,,,,,,,,,,,,,,,,,,,,,,,,
