Year,SAMPLE_NAME,UNIQUE_ID,LOCATION,LAND_SEA,ROCK_TYPE,ROCK_NAME,LATITUDE,LONGITUDE,SIO2_WT,TIO2_WT,AL2O3_WT,FE2O3_WT,FEOT_WT,FEO_WT,CAO_WT,MGO_WT,MNO_WT,K2O_WT,NA2O_WT,P2O5_WT,LI_PPM,BE_PPM,B_PPM,F_PPM,K_PPM,SC_PPM,TI_PPM,V_PPM,CR_PPM,CO_PPM,NI_PPM,CU_PPM,ZN_PPM,GA_PPM,GE_PPM,AS_PPM,RB_PPM,SR_PPM,Y_PPM,ZR_PPM,NB_PPM,MO_PPM,AG_PPM,CD_PPM,IN_PPM,SN_PPM,SB_PPM,CS_PPM,BA_PPM,LA_PPM,CE_PPM,PR_PPM,ND_PPM,SM_PPM,EU_PPM,GD_PPM,TB_PPM,DY_PPM,HO_PPM,ER_PPM,TM_PPM,YB_PPM,LU_PPM,HF_PPM,TA_PPM,W_PPM,TL_PPM,PB_PPM,BI_PPM,RA226(PPQ),TH_PPM,TH232_PPM,PA(PPT),U_PPM,U238_PPM,CO2_PPM,H2O_PPM,OH_PPM
2011,samp. PAN-06-015,,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-SOUTHEASTERN SEGMENT / PANAMA,SUBAERIAL,VOLCANIC ROCK,ANDESITE,8.817124,-82.709308,58.6,0.73,18.2,5.75,,,4.59,2.11,0.09,2.27,3.29,0.268,,,,,,13,,178,,19,57,,63,,,,30.11,1150,9,111,7.83,,,0.06,,,,0.36,932,27.19,50.08,6.63,25.13,4.09,1.19,3.15,0.35,1.84,0.34,0.86,0.12,0.8,0.12,3.06,0.38,,,6.22,,,6.12,,,1.5,,,,
2011,samp. PAN-06-016,,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-SOUTHEASTERN SEGMENT / PANAMA,SUBAERIAL,VOLCANIC ROCK,"ANDESITE, BASALTIC",8.824062,-82.686742,55.3,0.92,17.46,7.63,,,8.2,3.36,0.11,2.72,2.9,0.331,,,,,,19,,265,,22,15,,80,,,,40.56,2119,12,127,4.68,,,0.06,,,,0.58,1187,40.9,71.45,10.12,39.14,6.3,1.67,4.44,0.45,2.24,0.39,0.93,0.13,0.83,0.12,3.89,0.23,,,9.55,,,10.21,,,2.71,,,,
2011,samp. PAN-06-136,,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-SOUTHEASTERN SEGMENT / PANAMA / EL BARU(CHIRIQUI),SUBAERIAL,VOLCANIC ROCK,ANDESITE,8.502601,-82.592252,59.2,0.7,16.9,6.23,,,6.46,2.88,0.1,2.86,3.15,0.296,,,,,,12,,213,,17,23,,69,,,,47.53,1502,12,175,5.62,,,0.04,,,,0.38,1202,27.66,54.19,6.8,26.14,4.51,1.31,3.69,0.45,2.34,0.44,1.17,0.16,1.04,0.16,4.38,0.27,,,6.78,,,7.71,,,2.28,,,,
2011,samp. PAN-06-137A,,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-SOUTHEASTERN SEGMENT / PANAMA / EL BARU(CHIRIQUI),SUBAERIAL,VOLCANIC ROCK,ANDESITE,8.820165,-82.554782,60,0.62,17.1,5.6,,,6.48,3.28,0.09,1.87,4.05,0.223,,,,,,12,,173,,17,38,,72,,,,40.02,1061,9,119,7.62,,,0.05,,,,0.48,999,23,42.54,5,18.49,3.19,0.95,2.6,0.32,1.64,0.31,0.81,0.11,0.72,0.11,2.85,0.4,,,5.93,,,4.94,,,1.63,,,,
2011,samp. PAN-06-137B,,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-SOUTHEASTERN SEGMENT / PANAMA / EL BARU(CHIRIQUI),SUBAERIAL,VOLCANIC ROCK,ANDESITE,8.829713,-82.554822,57.5,0.6,16.6,5.42,,,6.38,3.29,0.09,1.74,3.82,0.218,,,,,,12,,169,,17,42,,68,,,,34.8,959,8,107,6.39,,,0.05,,,,0.51,979,20.85,39.13,4.6,17.18,3.01,0.91,2.48,0.31,1.58,0.29,0.77,0.1,0.68,0.11,2.64,0.34,,,5.73,,,4.22,,,1.42,,,,
2011,samp. PAN-06-137D,,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-SOUTHEASTERN SEGMENT / PANAMA / EL BARU(CHIRIQUI),SUBAERIAL,VOLCANIC ROCK,ANDESITE,8.829713,-82.554822,58.9,0.61,17,5.48,,,6.5,3.32,0.09,1.77,3.96,0.218,,,,,,12,,163,,16,42,,70,,,,29.03,1032,8,107,6.86,,,0.05,,,,0.49,985,20.08,38.04,4.47,16.81,2.96,0.89,2.44,0.3,1.55,0.29,0.76,0.11,0.7,0.11,2.63,0.36,,,5.93,,,4.37,,,0.95,,,,
2011,samp. PAN-06-138A,,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-SOUTHEASTERN SEGMENT / PANAMA / EL BARU(CHIRIQUI),SUBAERIAL,VOLCANIC ROCK,DACITE,8.828918,-82.571954,60.3,0.48,17.94,4.03,,,5.02,2.22,0.07,1.28,4.42,0.184,,,,,,7,,112,,11,21,,59,,,,11.99,790,6,117,6.77,,,0.04,,,,0.34,710,13.67,22.79,3.23,12.47,2.26,0.68,1.82,0.22,1.15,0.21,0.57,0.08,0.52,0.08,2.88,0.37,,,5.63,,,2.51,,,0.83,,,,
2011,samp. PAN-06-138B,,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-SOUTHEASTERN SEGMENT / PANAMA / EL BARU(CHIRIQUI),SUBAERIAL,VOLCANIC ROCK,DACITE,8.828918,-82.571954,64.3,0.43,17,3.52,,,4.81,1.98,0.06,1.41,4.89,0.146,,,,,,7,,93,,11,22,,68,,,,21.4,931,6,92,6.13,,,0.03,,,,0.35,798,12.9,23.9,3.08,12.17,2.24,0.7,1.82,0.23,1.15,0.22,0.53,0.07,0.51,0.08,2.53,0.35,,,4.8,,,2.7,,,0.87,,,,
2011,samp. PAN-06-140,,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-SOUTHEASTERN SEGMENT / PANAMA / EL BARU(CHIRIQUI),SUBAERIAL,VOLCANIC ROCK,ANDESITE,8.833274,-82.574636,56.9,0.66,16.89,6.21,,,7.32,4.63,0.11,1.65,3.72,0.252,,,,,,16,,177,,21,71,,77,,,,37.52,1124,10,132,6.89,,,0.07,,,,0.53,902,26.25,48.96,5.72,21.44,3.67,1.08,2.92,0.36,1.87,0.36,0.97,0.14,0.91,0.14,2.95,0.35,,,5.17,,,4.51,,,1.47,,,,
2011,samp. PAN-06-141,,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-SOUTHEASTERN SEGMENT / PANAMA / EL BARU(CHIRIQUI),SUBAERIAL,VOLCANIC ROCK,"ANDESITE, BASALTIC",8.833274,-82.574636,55.3,0.78,16.8,7.45,,,8.1,6.14,0.12,1.14,3.47,0.208,,,,,,22,,205,,31,111,,83,,,,21.5,993,13,96,6.75,,,0.05,,,,0.31,679,19.4,37.6,4.57,18.33,3.42,1.1,3.03,0.41,2.37,0.45,1.2,0.17,1.11,0.16,2.45,0.39,,,4.06,,,2.84,,,0.94,,,,
2011,samp. PAN-06-142,,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-SOUTHEASTERN SEGMENT / PANAMA / EL BARU(CHIRIQUI),SUBAERIAL,VOLCANIC ROCK,ANDESITE,8.833274,-82.574636,59.9,0.6,16.9,5.23,,,5.86,2.77,0.09,2.24,3.82,0.202,,,,,,11,,151,,16,24,,75,,,,46.6,1050,10,148,6.51,,,0.04,,,,0.66,1050,24.2,45.4,5.44,20.93,3.53,1.02,2.85,0.33,1.83,0.34,0.88,0.12,0.84,0.13,3.74,0.37,,,7.61,,,6.39,,,1.98,,,,
2011,samp. PAN-06-143,,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-SOUTHEASTERN SEGMENT / PANAMA / EL BARU(CHIRIQUI),SUBAERIAL,VOLCANIC ROCK,"ANDESITE, BASALTIC",8.843013,-82.55496,55.1,0.76,18,7.21,,,8.09,4.26,0.12,1.71,3.35,0.208,,,,,,22,,241,,24,23,,75,,,,27.1,1290,15,104,4.5,,,0.05,,,,0.48,871,16.8,34.2,4.39,18.23,3.64,1.18,3.41,0.45,2.67,0.52,1.37,0.19,1.24,0.19,2.84,0.24,,,6.77,,,2.71,,,1.14,,,,
2011,samp. PAN-06-144,,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-SOUTHEASTERN SEGMENT / PANAMA / EL BARU(CHIRIQUI),SUBAERIAL,VOLCANIC ROCK,"ANDESITE, BASALTIC",8.843013,-82.55496,55.3,0.76,17.8,7.28,,,8.23,4.34,0.12,1.73,3.19,0.207,,,,,,23,,248,,25,25,,78,,,,28.3,1320,15,105,4.44,,,0.05,,,,0.51,863,17,34.1,4.42,18.4,3.69,1.18,3.43,0.46,2.72,0.52,1.39,0.2,1.25,0.19,2.83,0.24,,,6.7,,,2.69,,,1.16,,,,
2011,samp. PAN-06-145,,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-SOUTHEASTERN SEGMENT / PANAMA / EL BARU(CHIRIQUI),SUBAERIAL,VOLCANIC ROCK,ANDESITE,8.844412,-82.604765,58.5,0.77,16.7,6.59,,,6.7,3.43,0.1,2.15,3.26,0.222,,,,,,18,,228,,21,42,,79,,,,34.41,1166,11,132,5.95,,,0.11,,,,0.62,922,19.56,36.33,5.01,20.66,4.13,1.28,3.61,0.44,2.26,0.41,1.05,0.13,0.86,0.13,3.23,0.33,,,8.37,,,3.84,,,1.52,,,,
2011,samp. PAN-06-146,,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-SOUTHEASTERN SEGMENT / PANAMA / EL BARU(CHIRIQUI),SUBAERIAL,VOLCANIC ROCK,"ANDESITE, BASALTIC",8.845124,-82.603305,54.9,0.72,17.6,6.9,,,7.81,4.28,0.12,2.19,2.98,0.276,,,,,,21,,212,,25,43,,75,,,,43.9,1890,14,152,7.3,,,0.05,,,,0.51,1090,37.9,69.7,8.42,30.9,4.62,1.38,3.73,0.45,2.51,0.47,1.24,0.17,1.11,0.17,3.99,0.36,,,7.83,,,8.12,,,2.18,,,,
2011,samp. PAN-06-148,,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-SOUTHEASTERN SEGMENT / PANAMA / EL BARU(CHIRIQUI),SUBAERIAL,VOLCANIC ROCK,ANDESITE,8.787821,-82.711391,56.3,0.72,16.4,6.83,,,7.62,6.05,0.11,1.3,3.67,0.228,,,,,,20,,226,,26,102,,78,,,,25.63,961,10,99,4.98,,,0.06,,,,0.36,687,19.73,38.32,4.8,18.91,3.46,1.05,2.95,0.38,2.04,0.39,1.06,0.14,0.95,0.15,2.36,0.26,,,4.17,,,2.71,,,0.92,,,,
2011,samp. PAN-06-149,,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-SOUTHEASTERN SEGMENT / PANAMA / EL BARU(CHIRIQUI),SUBAERIAL,VOLCANIC ROCK,ANDESITE,8.787821,-82.711409,56.6,0.73,17.2,7.19,,,7.6,4.07,0.13,1.76,3.31,0.238,,,,,,21,,221,,25,40,,78,,,,32.3,1620,16,121,5.75,,,0.04,,,,0.4,1015,28.1,53.1,6.76,26.53,4.57,1.38,3.96,0.5,2.93,0.56,1.48,0.21,1.28,0.2,3.36,0.32,,,5.85,,,6.33,,,1.83,,,,
2011,samp. PAN-06-150,,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-SOUTHEASTERN SEGMENT / PANAMA / EL BARU(CHIRIQUI),SUBAERIAL,VOLCANIC ROCK,ANDESITE,8.787166,-82.708298,58.4,0.64,17.4,6.36,,,6.7,3.62,0.1,1.73,3.51,0.2,,,,,,16,,190,,22,27,,72,,,,30,1340,12,97,4.34,,,0.03,,,,0.3,992,16.6,32.8,4.16,17.17,3.35,1.06,2.97,0.38,2.25,0.42,1.11,0.16,1.01,0.15,2.65,0.24,,,7.42,,,2.82,,,1.23,,,,
2011,samp. PAN-06-151,,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-SOUTHEASTERN SEGMENT / PANAMA / EL BARU(CHIRIQUI),SUBAERIAL,VOLCANIC ROCK,ANDESITE,8.78908,-82.700881,56.8,0.75,16.7,6.72,,,7.18,3.1,0.11,3.07,2.61,0.238,,,,,,20,,209,,21,15,,69,,,,62.4,1890,14,181,6.14,,,0.03,,,,0.76,1235,36.9,73.1,8.83,34.13,5.63,1.6,4.31,0.5,2.67,0.48,1.22,0.17,1.1,0.16,4.99,0.42,,,10,,,12.3,,,3.3,,,,
2011,samp. PAN-06-152,,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-SOUTHEASTERN SEGMENT / PANAMA / EL BARU(CHIRIQUI),SUBAERIAL,VOLCANIC ROCK,ANDESITE,8.789622,-82.686904,57.6,0.66,17.8,6.18,,,7.24,3.92,0.1,1.27,4.14,0.215,,,,,,16,,178,,21,43,,78,,,,21.3,1080,11,96,5.49,,,0.05,,,,0.33,821,16.6,32.2,4.09,16.53,3.02,0.96,2.64,0.34,1.98,0.38,1,0.14,0.9,0.14,2.48,0.28,,,4.31,,,2.26,,,0.85,,,,
2011,samp. PAN-06-153,,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-SOUTHEASTERN SEGMENT / PANAMA / EL BARU(CHIRIQUI),SUBAERIAL,VOLCANIC ROCK,ANDESITE,8.779802,-82.666919,56.4,0.67,17.8,6.36,,,7.08,3.94,0.11,1.25,3.89,0.224,,,,,,17,,192,,22,41,,81,,,,21.2,1060,10,88,5.05,,,0.04,,,,0.23,780,17,32.9,4.15,16.97,3.1,0.95,2.65,0.33,1.9,0.36,0.94,0.13,0.84,0.13,2.32,0.26,,,3.76,,,2.16,,,0.78,,,,
2011,samp. PAN-06-154,,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-SOUTHEASTERN SEGMENT / PANAMA / EL BARU(CHIRIQUI),SUBAERIAL,VOLCANIC ROCK,ANDESITE,8.695345,-82.811265,60,0.67,16.3,5.36,,,6.59,3.37,0.08,2.46,3.78,0.234,,,,,,15,,182,,17,39,,67,,,,42.23,1190,9,96,8.28,,,0.04,,,,0.54,924,24.85,46.84,5.59,21.15,3.69,1.06,2.89,0.34,1.76,0.32,0.83,0.11,0.74,0.11,2.36,0.45,,,5.63,,,5.46,,,1.8,,,,
2011,samp. PAN-06-155,,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-SOUTHEASTERN SEGMENT / PANAMA / EL BARU(CHIRIQUI),SUBAERIAL,VOLCANIC ROCK,ANDESITE,8.695345,-82.811265,60.4,0.61,16.3,5.06,,,6.03,2.99,0.08,2.66,3.56,0.219,,,,,,13,,177,,16,35,,65,,,,45.33,1115,9,75,7.61,,,0.04,,,,0.71,981,24.68,46.17,5.58,20.95,3.58,1.03,2.8,0.33,1.7,0.32,0.84,0.11,0.75,0.11,2.12,0.42,,,6.58,,,5.89,,,1.94,,,,
2011,samp. PAN-06-156,,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-SOUTHEASTERN SEGMENT / PANAMA / EL BARU(CHIRIQUI),SUBAERIAL,VOLCANIC ROCK,ANDESITE,8.6864,-82.804444,58.6,0.68,16.9,5.8,,,7.05,3.63,0.09,1.75,4.16,0.359,,,,,,13,,171,,18,48,,76,,,,31.29,1300,10,144,10.85,,,0.04,,,,0.27,1060,41.01,75.01,8.99,32.48,4.97,1.34,3.7,0.41,2.07,0.37,0.92,0.12,0.82,0.12,3.13,0.51,,,7.33,,,6.06,,,1.88,,,,
2011,samp. PAN-06-158,,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-SOUTHEASTERN SEGMENT / PANAMA / EL BARU(CHIRIQUI),SUBAERIAL,VOLCANIC ROCK,ANDESITE,8.769701,-82.673391,57.3,0.63,17.85,6.84,,,7.58,3.42,0.12,1.69,3.32,0.202,,,,,,16,,197,,19,21,,71,,,,32.77,1244,11,102,4.83,,,0.06,,,,0.51,998,15.05,29.41,3.7,14.71,2.99,0.97,2.66,0.36,1.94,0.38,1.03,0.15,0.95,0.15,2.5,0.29,,,5.82,,,2.28,,,1.22,,,,
2011,samp. PAN-06-159,,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-SOUTHEASTERN SEGMENT / PANAMA / EL BARU(CHIRIQUI),SUBAERIAL,VOLCANIC ROCK,ANDESITE,8.768424,-82.692025,57.2,0.63,17.9,6.78,,,7.39,3.47,0.12,1.67,3.38,0.204,,,,,,16,,193,,21,25,,77,,,,30.9,1210,11,98,5.06,,,0.04,,,,0.46,964,16.1,31.8,3.96,16.17,3.14,1.03,2.77,0.37,2.11,0.41,1.09,0.16,1.04,0.16,2.63,0.32,,,5.26,,,2.53,,,1.29,,,,
2011,samp. PAN-06-160,,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-SOUTHEASTERN SEGMENT / PANAMA / EL BARU(CHIRIQUI),SUBAERIAL,VOLCANIC ROCK,ANDESITE,8.771024,-82.694964,58,0.77,16.7,6.46,,,6.96,3.03,0.1,3.21,2.89,0.299,,,,,,19,,203,,21,18,,74,,,,69.6,1860,15,220,6.12,,,0.03,,,,0.64,1355,54.4,106,12.8,49.33,7.83,2.11,5.65,0.6,3.06,0.53,1.28,0.18,1.11,0.17,5.82,0.38,,,11.7,,,16.6,,,3.92,,,,
2011,samp. PAN-06-161,,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-SOUTHEASTERN SEGMENT / PANAMA / EL BARU(CHIRIQUI),SUBAERIAL,VOLCANIC ROCK,ANDESITE,8.801982,-82.582767,59.7,0.6,17.2,5.4,,,6.37,3.18,0.09,1.83,4.11,0.209,,,,,,13,,147,,18,38,,71,,,,39.9,1130,9,112,6.77,,,0.04,,,,0.56,1005,23.9,44.2,5.17,19.53,3.26,0.98,2.61,0.32,1.77,0.32,0.86,0.12,0.79,0.12,2.91,0.37,,,5.78,,,4.99,,,1.63,,,,
2011,samp. PAN-06-165,119070-PAN-06-165,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-SOUTHEASTERN SEGMENT / PANAMA / EL BARU(CHIRIQUI),SUBAERIAL,VOLCANIC ROCK,ANDESITE,8.812946,-82.607211,59.7,0.7,16.1,5.86,,,6.46,2.93,0.09,3.29,2.89,0.231,,,,,,17,,181,,19,22,,67,,,,67.1,1590,12,200,5.39,,,0.03,,,,0.77,1245,37.8,73.8,8.76,33.97,5.63,1.57,4.12,0.47,2.46,0.43,1.09,0.15,0.98,0.15,5.42,0.34,,,10.9,,,14.3,,,3.52,,,,
2011,samp. PAN-06-171,,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-SOUTHEASTERN SEGMENT / PANAMA / EL BARU(CHIRIQUI),SUBAERIAL,VOLCANIC ROCK,"ANDESITE, BASALTIC",8.726494,-82.520248,52.1,0.94,17.1,8.75,,,9.41,6.04,0.13,1.6,2.69,0.259,,,,,,35,,343,,30,58,,81,,,,29,967,14,117,7.3,,,0.06,,,,0.32,704,28.5,55.41,6.86,26.45,4.75,1.4,4.13,0.53,2.87,0.55,1.46,0.2,1.28,0.19,2.81,0.35,,,5.37,,,5.15,,,1.54,,,,
2011,samp. PAN-06-172,,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-SOUTHEASTERN SEGMENT / PANAMA / EL BARU(CHIRIQUI),SUBAERIAL,VOLCANIC ROCK,ANDESITE,8.726494,-82.520248,57,0.67,17.4,6.72,,,7.19,4.51,0.11,1.41,3.49,0.23,,,,,,18,,203,,22,47,,73,,,,26.48,883,10,101,5.33,,,0.04,,,,0.29,678,19.28,35.39,4.3,16.43,2.99,0.91,2.61,0.34,1.88,0.36,0.99,0.14,0.9,0.14,2.39,0.28,,,3.74,,,3.76,,,1.26,,,,
2011,samp. PAN-06-173,,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-SOUTHEASTERN SEGMENT / PANAMA / EL BARU(CHIRIQUI),SUBAERIAL,VOLCANIC ROCK,ANDESITE,8.639265,-82.578147,58.2,0.59,17.5,6.04,,,7.11,3.26,0.12,1.66,3.75,0.244,,,,,,18,,199,,24,46,,64,,,,38,2000,14,133,5.56,,,0.04,,,,0.36,1065,29.6,58.6,7.45,29.53,4.86,1.48,3.98,0.48,2.74,0.53,1.36,0.19,1.24,0.19,3.98,0.28,,,6.55,,,5.94,,,1.78,,,,
2011,samp. PAN-06-174,,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-SOUTHEASTERN SEGMENT / PANAMA / EL BARU(CHIRIQUI),SUBAERIAL,VOLCANIC ROCK,ANDESITE,8.639265,-82.578147,56.3,0.77,16.9,6.87,,,7.95,4.04,0.11,2.46,2.84,0.279,,,,,,17,,155,,23,63,,74,,,,40.6,936,13,135,6.55,,,0.06,,,,0.49,822,27.2,49.9,5.89,22.3,3.74,1.09,3.16,0.4,2.36,0.45,1.29,0.19,1.26,0.2,3.45,0.39,,,5.57,,,6.47,,,2.08,,,,
2011,samp. PAN-06-175,,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-SOUTHEASTERN SEGMENT / PANAMA / EL BARU(CHIRIQUI),SUBAERIAL,VOLCANIC ROCK,ANDESITE,8.639265,-82.578147,57.5,0.58,17.1,6.46,,,7.34,4.58,0.12,1.89,3.3,0.249,,,,,,12,,139,,19,33,,76,,,,39.8,1060,12,124,6.71,,,0.04,,,,0.41,891,29.3,53.8,6.36,24,3.83,1.15,3.09,0.38,2.21,0.42,1.18,0.17,1.15,0.17,3.24,0.36,,,5.73,,,6.39,,,1.91,,,,
2011,samp. PAN-06-176,,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-SOUTHEASTERN SEGMENT / PANAMA / EL BARU(CHIRIQUI),SUBAERIAL,VOLCANIC ROCK,ANDESITE,8.639265,-82.578147,58.1,0.57,18.2,6.11,,,7.07,3.36,0.11,2.05,3.41,0.28,,,,,,14,,191,,21,31,,76,,,,50.9,1720,13,173,5.5,,,0.06,,,,0.6,1235,30.6,61.1,7.58,30,5.15,1.48,4.04,0.48,2.67,0.49,1.25,0.18,1.13,0.17,4.81,0.27,,,8.65,,,8.21,,,2.25,,,,
2011,samp. PAN-06-177,119076-PAN-06-177,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-SOUTHEASTERN SEGMENT / PANAMA / EL BARU(CHIRIQUI),SUBAERIAL,VOLCANIC ROCK,ANDESITE,8.639265,-82.578147,57,0.73,16.5,6.28,,,6.64,3.3,0.1,3.03,2.8,0.289,,,,,,9,,120,,15,29,,72,,,,46,1250,8,121,8.53,,,0.03,,,,0.59,1175,31,57.7,6.51,24.47,3.87,1.13,2.92,0.33,1.73,0.31,0.77,0.11,0.69,0.11,3.34,0.48,,,6.6,,,6.81,,,2.03,,,,
2011,samp. PAN-06-178,,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-SOUTHEASTERN SEGMENT / PANAMA / EL BARU(CHIRIQUI),SUBAERIAL,VOLCANIC ROCK,ANDESITE,8.807775,-82.542041,60.8,0.58,17.2,4.89,,,6,2.59,0.09,2.15,4.12,0.228,,,,,,11,,143,,17,32,,71,,,,39.3,1110,9,121,7,,,0.05,,,,0.58,1025,24.4,46.4,5.37,20.67,3.51,1.06,2.81,0.34,1.87,0.34,0.89,0.13,0.84,0.13,3.28,0.4,,,6.09,,,5.24,,,1.65,,,,
2011,samp. PAN-06-179,,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-SOUTHEASTERN SEGMENT / PANAMA / EL BARU(CHIRIQUI),SUBAERIAL,VOLCANIC ROCK,ANDESITE,8.805343,-82.539758,59.5,0.6,17,5.44,,,6.25,3.02,0.09,1.92,3.84,0.212,,,,,,22,,203,,30,116,,79,,,,29.4,967,12,92,5.99,,,0.06,,,,0.44,742,19.4,37.7,4.62,18.7,3.45,1.07,2.99,0.39,2.24,0.43,1.16,0.16,1.06,0.16,2.5,0.33,,,4.52,,,3.4,,,1.1,,,,
2011,samp. PAN-06-180D,,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-SOUTHEASTERN SEGMENT / PANAMA / EL BARU(CHIRIQUI),SUBAERIAL,VOLCANIC ROCK,"ANDESITE, BASALTIC",8.805343,-82.539758,55,0.72,16.4,7.07,,,8.16,6.39,0.12,1.35,3.37,0.197,,,,,,11,,142,,18,34,,77,,,,38.9,1100,9,107,7.51,,,0.04,,,,0.57,1045,25.8,49,5.65,21.67,3.6,1.09,2.88,0.35,1.85,0.33,0.84,0.13,0.81,0.12,3.03,0.41,,,5.86,,,5.09,,,1.61,,,,
2011,samp. PAN-06-180G,,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-SOUTHEASTERN SEGMENT / PANAMA / EL BARU(CHIRIQUI),SUBAERIAL,VOLCANIC ROCK,"ANDESITE, BASALTIC",8.805343,-82.539758,54.9,0.72,16.3,7.05,,,8.03,6.39,0.12,1.36,3.31,0.202,,,,,,17,,165,,23,73,,74,,,,33.6,1030,10,100,6.4,,,0.06,,,,0.51,856,21.4,40,4.74,18.53,3.26,1.02,2.66,0.34,1.96,0.37,1,0.14,0.94,0.14,2.68,0.36,,,4.98,,,4.05,,,1.3,,,,
2011,samp. PAN-06-180H,,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-SOUTHEASTERN SEGMENT / PANAMA / EL BARU(CHIRIQUI),SUBAERIAL,VOLCANIC ROCK,ANDESITE,8.805343,-82.539758,57.3,0.64,16.7,6.06,,,7.25,4.72,0.1,1.56,3.6,0.202,,,,,,22,,202,,30,112,,77,,,,28.2,930,11,90,5.84,,,0.06,,,,0.43,717,18.5,35.9,4.38,17.57,3.26,1.03,2.87,0.38,2.22,0.42,1.12,0.16,1.05,0.16,2.43,0.32,,,4.13,,,3.29,,,1.05,,,,
2011,samp. PAN-06-182,,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-SOUTHEASTERN SEGMENT / PANAMA / EL BARU(CHIRIQUI),SUBAERIAL,VOLCANIC ROCK,ANDESITE,8.809998,-82.533596,59,0.61,17.2,5.58,,,6.34,3.07,0.09,1.83,3.9,0.22,,,,,,10,,130,,16,35,,75,,,,39.9,1070,8,94,8.16,,,0.03,,,,0.53,1085,26.7,48.7,5.62,21.23,3.38,1.05,2.7,0.31,1.68,0.31,0.77,0.11,0.74,0.12,2.65,0.46,,,5.34,,,5.31,,,1.61,,,,
