Year,SAMPLE_NAME,UNIQUE_ID,LOCATION,LAND_SEA,ROCK_TYPE,ROCK_NAME,LATITUDE,LONGITUDE,SIO2_WT,TIO2_WT,AL2O3_WT,FE2O3_WT,FEOT_WT,FEO_WT,CAO_WT,MGO_WT,MNO_WT,K2O_WT,NA2O_WT,P2O5_WT,LI_PPM,BE_PPM,B_PPM,F_PPM,K_PPM,SC_PPM,TI_PPM,V_PPM,CR_PPM,CO_PPM,NI_PPM,CU_PPM,ZN_PPM,GA_PPM,GE_PPM,AS_PPM,RB_PPM,SR_PPM,Y_PPM,ZR_PPM,NB_PPM,MO_PPM,AG_PPM,CD_PPM,IN_PPM,SN_PPM,SB_PPM,CS_PPM,BA_PPM,LA_PPM,CE_PPM,PR_PPM,ND_PPM,SM_PPM,EU_PPM,GD_PPM,TB_PPM,DY_PPM,HO_PPM,ER_PPM,TM_PPM,YB_PPM,LU_PPM,HF_PPM,TA_PPM,W_PPM,TL_PPM,PB_PPM,BI_PPM,RA226(PPQ),TH_PPM,TH232_PPM,PA(PPT),U_PPM,U238_PPM,CO2_PPM,H2O_PPM,OH_PPM
2016,samp. CR-B2,11596-CR B2,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-SOUTHEASTERN SEGMENT / COSTA RICA / BARVA(BARBA),SUBAERIAL,VOLCANIC ROCK,NOT GIVEN,10.133,-84.083,40.86461689,,,,10.88734253,,0.132945318,48.2917401,0.15020185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,samp. CR-B2,11596-CR B2,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-SOUTHEASTERN SEGMENT / COSTA RICA / BARVA(BARBA),SUBAERIAL,VOLCANIC ROCK,NOT GIVEN,10.133,-84.083,40.83126624,,,,10.9135041,,0.133854787,48.32265448,0.150581402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,samp. CR-B2,11596-CR B2,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-SOUTHEASTERN SEGMENT / COSTA RICA / BARVA(BARBA),SUBAERIAL,VOLCANIC ROCK,NOT GIVEN,10.133,-84.083,40.47253201,,,,13.27978823,,0.143988302,46.48621363,0.197608172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,samp. CR-B2,11596-CR B2,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-SOUTHEASTERN SEGMENT / COSTA RICA / BARVA(BARBA),SUBAERIAL,VOLCANIC ROCK,NOT GIVEN,10.133,-84.083,38.89901204,,,,21.8285592,,0.203559429,39.36274138,0.395658978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,samp. CR-B2,11596-CR B2,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-SOUTHEASTERN SEGMENT / COSTA RICA / BARVA(BARBA),SUBAERIAL,VOLCANIC ROCK,NOT GIVEN,10.133,-84.083,38.85809281,,,,22.71445764,,0.216218566,38.82834792,0.425484357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,samp. CR-B2,11596-CR B2,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-SOUTHEASTERN SEGMENT / COSTA RICA / BARVA(BARBA),SUBAERIAL,VOLCANIC ROCK,NOT GIVEN,10.133,-84.083,40.46374176,,,,11.08363756,,0.139041584,48.02023317,0.153424979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,samp. CR-B2,11596-CR B2,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-SOUTHEASTERN SEGMENT / COSTA RICA / BARVA(BARBA),SUBAERIAL,VOLCANIC ROCK,NOT GIVEN,10.133,-84.083,40.83284306,,,,10.62209512,,0.136668244,48.63548867,0.146314709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,samp. CR-B2,11596-CR B2,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-SOUTHEASTERN SEGMENT / COSTA RICA / BARVA(BARBA),SUBAERIAL,VOLCANIC ROCK,NOT GIVEN,10.133,-84.083,40.74943612,,,,10.71440241,,0.13654517,48.52095573,0.148828973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,samp. CR-B2,11596-CR B2,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-SOUTHEASTERN SEGMENT / COSTA RICA / BARVA(BARBA),SUBAERIAL,VOLCANIC ROCK,NOT GIVEN,10.133,-84.083,40.19048249,,,,14.49370145,,0.143299435,45.47430239,0.209063151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,samp. CR-B2,11596-CR B2,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-SOUTHEASTERN SEGMENT / COSTA RICA / BARVA(BARBA),SUBAERIAL,VOLCANIC ROCK,NOT GIVEN,10.133,-84.083,40.78304288,,,,11.10582024,,0.144512218,48.36490401,0.158186195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,samp. CR-B2,11596-CR B2,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-SOUTHEASTERN SEGMENT / COSTA RICA / BARVA(BARBA),SUBAERIAL,VOLCANIC ROCK,NOT GIVEN,10.133,-84.083,40.75974921,,,,11.05297362,,0.129027415,48.20226912,0.156018455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,samp. CR-B2,11596-CR B2,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-SOUTHEASTERN SEGMENT / COSTA RICA / BARVA(BARBA),SUBAERIAL,VOLCANIC ROCK,NOT GIVEN,10.133,-84.083,40.32266835,,,,13.35062306,,0.139802644,46.14179843,0.200360356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,samp. CR-B2,11596-CR B2,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-SOUTHEASTERN SEGMENT / COSTA RICA / BARVA(BARBA),SUBAERIAL,VOLCANIC ROCK,NOT GIVEN,10.133,-84.083,40.52303433,,,,11.44511142,,0.139693737,47.61738842,0.162622181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,samp. CR-B2,11596-CR B2,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-SOUTHEASTERN SEGMENT / COSTA RICA / BARVA(BARBA),SUBAERIAL,VOLCANIC ROCK,NOT GIVEN,10.133,-84.083,40.40234089,,,,12.98462852,,0.156924615,46.69485854,0.18809179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,samp. CR-B2,11596-CR B2,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-SOUTHEASTERN SEGMENT / COSTA RICA / BARVA(BARBA),SUBAERIAL,VOLCANIC ROCK,NOT GIVEN,10.133,-84.083,40.48497024,,,,12.09381192,,0.135195319,47.16247639,0.172774973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,samp. CR-B2,11596-CR B2,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-SOUTHEASTERN SEGMENT / COSTA RICA / BARVA(BARBA),SUBAERIAL,VOLCANIC ROCK,NOT GIVEN,10.133,-84.083,40.41072104,,,,12.79014725,,0.134082226,46.6153605,0.171785015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,samp. CR-B2,11596-CR B2,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-SOUTHEASTERN SEGMENT / COSTA RICA / BARVA(BARBA),SUBAERIAL,VOLCANIC ROCK,NOT GIVEN,10.133,-84.083,40.43859607,,,,12.41861892,,0.143303934,46.83000479,0.169598568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,samp. CR-B2,11596-CR B2,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-SOUTHEASTERN SEGMENT / COSTA RICA / BARVA(BARBA),SUBAERIAL,VOLCANIC ROCK,NOT GIVEN,10.133,-84.083,40.46046451,,,,12.65663099,,0.134642779,46.76665812,0.169065487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,samp. CR-B2,11596-CR B2,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-SOUTHEASTERN SEGMENT / COSTA RICA / BARVA(BARBA),SUBAERIAL,VOLCANIC ROCK,NOT GIVEN,10.133,-84.083,40.25665538,,,,13.60206616,,0.134642477,45.80052349,0.19073425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,samp. CR-B2,11596-CR B2,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-SOUTHEASTERN SEGMENT / COSTA RICA / BARVA(BARBA),SUBAERIAL,VOLCANIC ROCK,NOT GIVEN,10.133,-84.083,40.50963016,,,,11.41943238,,0.138573567,47.47652464,0.161061279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,samp. CR-B2,11596-CR B2,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-SOUTHEASTERN SEGMENT / COSTA RICA / BARVA(BARBA),SUBAERIAL,VOLCANIC ROCK,NOT GIVEN,10.133,-84.083,40.56846775,,,,11.41591247,,0.139203776,47.52196994,0.162011043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,samp. CR-B2,11596-CR B2,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-SOUTHEASTERN SEGMENT / COSTA RICA / BARVA(BARBA),SUBAERIAL,VOLCANIC ROCK,NOT GIVEN,10.133,-84.083,40.03018572,,,,14.45851999,,0.175267625,45.10657448,0.211700635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,samp. CR-B2,11596-CR B2,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-SOUTHEASTERN SEGMENT / COSTA RICA / BARVA(BARBA),SUBAERIAL,VOLCANIC ROCK,NOT GIVEN,10.133,-84.083,39.0876686,,,,19.81193722,,0.197455296,40.73318293,0.339073425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,samp. CR-B2,11596-CR B2,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-SOUTHEASTERN SEGMENT / COSTA RICA / BARVA(BARBA),SUBAERIAL,VOLCANIC ROCK,NOT GIVEN,10.133,-84.083,40.05429615,,,,14.28657637,,0.182269497,45.13618965,0.229997973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,samp. CR-B2,11596-CR B2,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-SOUTHEASTERN SEGMENT / COSTA RICA / BARVA(BARBA),SUBAERIAL,VOLCANIC ROCK,NOT GIVEN,10.133,-84.083,40.40942482,,,,11.94759779,,0.149233785,46.96007179,0.17233767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,samp. CR-B2,11596-CR B2,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-SOUTHEASTERN SEGMENT / COSTA RICA / BARVA(BARBA),SUBAERIAL,VOLCANIC ROCK,NOT GIVEN,10.133,-84.083,40.53232462,,,,11.78084231,,0.145300828,47.2419301,0.165087329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,samp. CR-B2,11596-CR B2,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-SOUTHEASTERN SEGMENT / COSTA RICA / BARVA(BARBA),SUBAERIAL,VOLCANIC ROCK,NOT GIVEN,10.133,-84.083,40.32629444,,,,12.963234,,0.16480293,46.38018536,0.196235936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,samp. CR-B2,11596-CR B2,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-SOUTHEASTERN SEGMENT / COSTA RICA / BARVA(BARBA),SUBAERIAL,VOLCANIC ROCK,NOT GIVEN,10.133,-84.083,39.01210142,,,,20.40083361,,0.198840519,40.29533734,0.34953306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,samp. CR-B2,11596-CR B2,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-SOUTHEASTERN SEGMENT / COSTA RICA / BARVA(BARBA),SUBAERIAL,VOLCANIC ROCK,NOT GIVEN,10.133,-84.083,40.67733398,,,,11.3645162,,0.142618222,47.54004759,0.158841416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,samp. CR-B2,11596-CR B2,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-SOUTHEASTERN SEGMENT / COSTA RICA / BARVA(BARBA),SUBAERIAL,VOLCANIC ROCK,NOT GIVEN,10.133,-84.083,40.7137562,,,,11.29411712,,0.143932081,47.75985683,0.15816771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,samp. CR-B2,11596-CR B2,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-SOUTHEASTERN SEGMENT / COSTA RICA / BARVA(BARBA),SUBAERIAL,VOLCANIC ROCK,NOT GIVEN,10.133,-84.083,40.75512049,,,,11.1504757,,0.138575351,47.94014636,0.154642622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,samp. CR-B2,11596-CR B2,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-SOUTHEASTERN SEGMENT / COSTA RICA / BARVA(BARBA),SUBAERIAL,VOLCANIC ROCK,NOT GIVEN,10.133,-84.083,40.2387404,,,,13.99739395,,0.162940287,45.793522,0.202487202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,samp. PAN-06-006,118816-PAN-06-006,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-SOUTHEASTERN SEGMENT / PANAMA / ADAKITE SUITE,SUBAERIAL,VOLCANIC ROCK,ANDESITE,8.829013,-82.736941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,samp. PAN-06-010,,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-SOUTHEASTERN SEGMENT / PANAMA / ADAKITE SUITE,SUBAERIAL,VOLCANIC ROCK,DACITE,8.829847,-82.716993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,samp. PAN-06-014,118818-PAN-06-014,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-SOUTHEASTERN SEGMENT / PANAMA / ADAKITE SUITE,SUBAERIAL,VOLCANIC ROCK,ANDESITE,8.817124,-82.709308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,samp. PAN-06-136,,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-SOUTHEASTERN SEGMENT / PANAMA / ADAKITE SUITE,SUBAERIAL,VOLCANIC ROCK,ANDESITE,8.502601,-82.592252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,samp. PAN-06-176,,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-SOUTHEASTERN SEGMENT / PANAMA / ADAKITE SUITE,SUBAERIAL,VOLCANIC ROCK,ANDESITE,8.639265,-82.578147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,samp. PAN-06-007,,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-SOUTHEASTERN SEGMENT / PANAMA,SUBAERIAL,VOLCANIC ROCK,"ANDESITE, BASALTIC",8.829847,-82.716993,53.3,0.86,18.05,8.84,,,9.19,3.31,0.23,0.16,1.7,0.118,,,,,,30,,224,,22,5,,126,,,,2.23,235,24,70,3.43,,,0.48,,,,0.26,280,6.13,13.73,2.15,10.35,3,0.99,3.69,0.6,3.86,0.82,2.48,0.34,2.34,0.35,1.92,0.18,,,5,,,0.5,,,0.21,,,,
2011,samp. PAN-06-008,,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-SOUTHEASTERN SEGMENT / PANAMA,SUBAERIAL,VOLCANIC ROCK,"ANDESITE, BASALTIC",8.829847,-82.716993,51.2,0.91,17.69,9.49,,,9.33,4.81,0.16,1.99,2.75,0.303,,,,,,26,,328,,29,16,,87,,,,28.6,1713,19,100,4.4,,,0.05,,,,0.4,955,33.53,59.1,8.41,33.4,5.88,1.66,4.83,0.59,3.33,0.65,1.78,0.24,1.63,0.24,3.04,0.22,,,6.72,,,7.26,,,2.05,,,,
2011,samp. PAN-06-011,,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-SOUTHEASTERN SEGMENT / PANAMA,SUBAERIAL,VOLCANIC ROCK,"ANDESITE, BASALTIC",8.829847,-82.716993,52.6,0.88,17.18,9.08,,,8.65,3.91,0.35,1.85,2.95,0.29,,,,,,27,,249,,28,46,,92,,,,27.3,1571,17,123,6.58,,,1.65,,,,0.4,850,32.57,57.06,7.73,30.15,5.31,1.54,4.44,0.53,2.97,0.57,1.54,0.21,1.44,0.22,3.27,0.33,,,6.22,,,5.79,,,1.52,,,,
2011,samp. PAN-06-017,,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-SOUTHEASTERN SEGMENT / PANAMA,SUBAERIAL,PLUTONIC ROCK,DIORITE,8.871957,-82.578538,54.7,0.98,15.98,9.76,,,8.02,4.04,0.21,2.04,3.31,0.247,,,,,,29,,245,,25,15,,178,,,,49.79,532,26,47,10.95,,,0.47,,,,1.1,1051,20.03,38.39,5.18,21.49,4.84,1.38,4.97,0.73,4.38,0.89,2.59,0.35,2.42,0.37,1.24,0.53,,,10.69,,,3.69,,,0.91,,,,
2011,samp. PAN-06-018,,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-SOUTHEASTERN SEGMENT / PANAMA,SUBAERIAL,PLUTONIC ROCK,DIORITE,8.871957,-82.578538,52.8,0.98,16.3,10.26,,,8.74,4.45,0.23,1.63,3.1,0.418,,,,,,30,,283,,29,15,,138,,,,45.24,579,27,35,9.44,,,0.2,,,,1.36,924,20.12,38.96,5.38,22.9,5.12,1.38,5.44,0.76,4.52,0.92,2.59,0.35,2.38,0.36,1.02,0.47,,,6.26,,,3.36,,,1,,,,
2011,samp. PAN-06-019,,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-SOUTHEASTERN SEGMENT / PANAMA,SUBAERIAL,VOLCANIC ROCK,ANDESITE,8.888398,-82.611593,58.2,0.67,16.66,6.79,,,7.58,3.82,0.12,2.12,3.1,0.192,,,,,,22,,211,,20,22,,64,,,,42.47,1249,13,108,6.35,,,0.06,,,,0.51,952,29.63,46.9,6.26,23.21,3.81,1.09,3.17,0.39,2.23,0.44,1.19,0.17,1.14,0.17,2.88,0.37,,,7.28,,,6.34,,,2.09,,,,
2011,samp. PAN-06-020,,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-SOUTHEASTERN SEGMENT / PANAMA,SUBAERIAL,PLUTONIC ROCK,DIORITE,8.888398,-82.611593,42.2,0.97,15.92,14.92,,,14.94,9.02,0.21,0.13,1.01,0.046,,,,,,70,,555,,54,26,,109,,,,3.09,621,7,9,0.36,,,0.15,,,,0.81,115,2.1,4.63,0.78,4.04,1.23,0.51,1.4,0.21,1.28,0.25,0.69,0.09,0.56,0.08,0.36,0.01,,,2.81,,,0.12,,,0.07,,,,
2011,samp. PAN-06-021,,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-SOUTHEASTERN SEGMENT / PANAMA,SUBAERIAL,PLUTONIC ROCK,GRANODIORITE,8.868359,-82.558948,51.3,0.99,18.99,9.34,,,8.61,3.93,0.15,0.84,3.17,0.318,,,,,,25,,288,,23,13,,78,,,,15.03,889,25,37,5.55,,,0.11,,,,0.54,607,15.57,29.67,4.17,17.88,4.09,1.4,4.21,0.64,3.81,0.78,2.22,0.3,1.97,0.29,0.93,0.25,,,3.82,,,1.15,,,0.32,,,,
2011,samp. PAN-06-147,,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-SOUTHEASTERN SEGMENT / PANAMA,SUBAERIAL,VOLCANIC ROCK,DACITE,8.840819,-82.60775,61,0.86,15.45,6.03,,,3.64,1.23,0.17,3.29,4.12,0.254,,,,,,13,,67,,9,4,,86,,,,47.34,256,38,328,23.32,,,0.06,,,,0.43,1241,25.54,49.9,7.78,32.47,7.31,1.75,7.18,1.14,6.91,1.45,4.36,0.62,4.21,0.65,7.43,1.25,,,6.12,,,4.81,,,1.8,,,,
2011,samp. PAN-06-157,,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-SOUTHEASTERN SEGMENT / PANAMA,SUBAERIAL,PLUTONIC ROCK,DIORITE,8.657379,-82.792876,69.6,0.4,14.6,2.92,,,1.87,0.63,0.07,5.21,3.49,0.077,,,,,,4,,35,,4,3,,39,,,,101,142,26,65,16.5,,,0.04,,,,3.6,1775,22.4,39,5.57,20.8,4.43,0.68,4.71,0.74,4.86,1.06,3.5,0.54,4.03,0.61,2.13,0.41,,,8.03,,,13.7,,,3.27,,,,
2011,samp. PAN-06-004,,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-SOUTHEASTERN SEGMENT / PANAMA,SUBAERIAL,VOLCANIC ROCK,ANDESITE,8.829013,-82.736941,60,0.6,16.06,4.91,,,5.28,2.84,0.07,2.57,3.69,0.201,,,,,,12,,139,,17,43,,72,,,,35.64,1030,7,93,9.05,,,0.03,,,,0.46,827,20.84,36.47,4.53,16.9,2.96,0.84,2.39,0.28,1.44,0.26,0.66,0.09,0.61,0.09,2.43,0.52,,,6.07,,,5.83,,,1.77,,,,
2011,samp. PAN-06-005,,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-SOUTHEASTERN SEGMENT / PANAMA,SUBAERIAL,VOLCANIC ROCK,ANDESITE,8.829013,-82.736941,58,1.08,16.01,6.45,,,7.89,3.06,0.09,2.36,3.41,0.536,,,,,,18,,205,,20,38,,80,,,,50.57,1907,16,227,11.07,,,0.05,,,,0.5,901,68.88,128.24,17.56,63.89,9.73,2.53,7.09,0.71,3.3,0.56,1.21,0.17,1.05,0.15,5.8,0.56,,,7.02,,,11.63,,,2.83,,,,
2011,samp. PAN-06-006,118816-PAN-06-006,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-SOUTHEASTERN SEGMENT / PANAMA / ADAKITE SUITE,SUBAERIAL,VOLCANIC ROCK,ANDESITE,8.829013,-82.736941,59.4,0.75,17.25,5.99,,,6.48,3.3,0.09,1.96,4.26,0.23,,,,,,13,,167,,19,42,,88,,,,39.85,1327,9,91,8.6,,,0.05,,,,0.47,1038,24.2,45.44,5.61,21.79,3.97,1.15,3.09,0.36,1.73,0.31,0.76,0.1,0.66,0.1,2.33,0.49,,,6.91,,,5.12,,,1.87,,,,
2011,samp. PAN-06-013,,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-SOUTHEASTERN SEGMENT / PANAMA,SUBAERIAL,VOLCANIC ROCK,"ANDESITE, BASALTIC",8.817124,-82.709308,54.8,0.96,17.36,7.68,,,8.81,3.42,0.12,2.78,2.99,0.352,,,,,,19,,271,,22,15,,85,,,,46.1,2286,11,127,4.74,,,0.05,,,,0.54,1161,45.65,81.73,11.28,43.82,6.88,1.79,4.7,0.46,2.25,0.39,0.87,0.13,0.8,0.12,3.93,0.23,,,12.35,,,11.17,,,2.92,,,,
2011,samp. PAN-06-014,118818-PAN-06-014,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-SOUTHEASTERN SEGMENT / PANAMA / ADAKITE SUITE,SUBAERIAL,VOLCANIC ROCK,ANDESITE,8.817124,-82.709308,55.6,0.91,17.17,7.45,,,7.47,3.21,0.11,3,2.66,0.345,,,,,,22,,257,,19,11,,82,,,,62.73,2218,13,195,6.84,,,0.05,,,,0.71,1721,45.56,89.24,10.7,40.59,6.47,1.73,4.53,0.49,2.36,0.42,1.06,0.14,0.92,0.13,5.1,0.33,,,12.78,,,12.35,,,3.77,,,,
