"CITATIONS","TECTONIC SETTING","LOCATION","LOCATION COMMENT","LATITUDE MIN","LATITUDE MAX","LONGITUDE MIN","LONGITUDE MAX","LAND OR SEA","ELEVATION MIN","ELEVATION MAX","SAMPLE NAME","ROCK NAME","MIN. AGE (YRS.)","MAX. AGE (YRS.)","GEOL.","AGE","ERUPTION DAY","ERUPTION MONTH","ERUPTION YEAR","ROCK TEXTURE","ROCK TYPE","DRILL DEPTH MIN","DRILL DEPTHAX","ALTERATION","MINERAL","MATERIAL","SIO2(WT%)","TIO2(WT%)","B2O3(WT%)","AL2O3(WT%)","CR2O3(WT%)","FE2O3(WT%)","FEO(WT%)","FEOT(WT%)","CAO(WT%)","MGO(WT%)","MNO(WT%)","NIO(WT%)","K2O(WT%)","NA2O(WT%)","P2O5(WT%)","H2O(WT%)","H2OP(WT%)","H2OM(WT%)","H2OT(WT%)","CO2(WT%)","CO1(WT%)","F(WT%)","CL(WT%)","CL2(WT%)","OH(WT%)","CH4(WT%)","SO2(WT%)","SO3(WT%)","SO4(WT%)","S(WT%)","LOI(WT%)","VOLATILES(WT%)","O(WT%)","OTHERS(WT%)","HE(CCM/G)","HE(CCMSTP/G)","HE3(CCMSTP/G)","HE3(AT/G)","HE4(CCM/G)","HE4(CCMSTP/G)","HE4(AT/G)","HE4(MOLE/G)","HE4(NCC/G)","HE(NCC/G)","LI(PPM)","BE(PPM)","B(PPM)","C(PPM)","CO2(PPM)","F(PPM)","NA(PPM)","MG(PPM)","AL(PPM)","P(PPM)","S(PPM)","CL(PPM)","K(PPM)","CA(PPM)","SC(PPM)","TI(PPM)","V(PPM)","CR(PPM)","MN(PPM)","FE(PPM)","CO(PPM)","NI(PPM)","CU(PPM)","ZN(PPM)","GA(PPM)","GE(PPM)","AS(PPM)","SE(PPM)","BR(PPM)","RB(PPM)","SR(PPM)","Y(PPM)","ZR(PPM)","NB(PPM)","MO(PPM)","RU(PPM)","RH(PPM)","PD(PPM)","AG(PPM)","CD(PPM)","IN(PPM)","SN(PPM)","SB(PPM)","TE(PPM)","I(PPM)","CS(PPM)","BA(PPM)","LA(PPM)","CE(PPM)","PR(PPM)","ND(PPM)","SM(PPM)","EU(PPM)","GD(PPM)","TB(PPM)","DY(PPM)","HO(PPM)","ER(PPM)","TM(PPM)","YB(PPM)","LU(PPM)","HF(PPM)","TA(PPM)","W(PPM)","RE(PPM)","OS(PPM)","IR(PPM)","PT(PPM)","AU(PPM)","HG(PPM)","TL(PPM)","PB(PPM)","BI(PPM)","TH(PPM)","U(PPM)","ND143_ND144","ND143_ND144_INI","EPSILON_ND","SR87_SR86","SR87_SR86_INI","PB206_PB204","PB206_PB204_INI","PB207_PB204","PB207_PB204_INI","PB208_PB204","PB208_PB204_INI","OS184_OS188","OS186_OS188","OS187_OS186","OS187_OS188","RE187_OS186","RE187_OS188","HF176_HF177","HE3_HE4","HE3_HE4(R/R(A))","HE4_HE3","HE4_HE3(R/R(A))","K40_AR40","AR40_K40","UNIQUE_ID",
"[24541]","SEAMOUNT","GALAPAGOS ISLANDS / DR383","BASE OF MAIN EDIFICE","-0.52631762","-0.52631762","-91.55837749","-91.55837749","SAQ","-694","-694","s_AL150801-120 [24541]","NOT GIVEN [24541]","","","","","","","","","VOL","","","","","WR [24541] ","47.06027","3.66378","","16.33354","","","","12.48828","8.22687","5.38107","0.20884","","1.37086","3.91509","0.714","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","7.38033652269758","","","","","","","","","","","","","","20.7661681862002","","284.435139914031","6.47451565800883","","","37.715751094205","29.3232069506246","44.9517365020969","132.523714263051","27.0683639184124","","","","","24.7791138762524","497.509696823303","36.8319481291725","380.068939551753","40.7118058388895","","","","","","","","","","","","0.247871697337516","243.620170549815","31.6999631842988","73.3061874621469","9.71290870878084","41.0400058032582","9.22356059156687","2.94527610905113","9.22720521259672","1.36008848460749","7.28536018875291","1.3760615986547","3.59872094957618","0.503677736744332","3.01010097191812","0.438353416137682","7.31815650685807","2.40893333333333","","","","","","","","","2.19828597288666","","2.57512406742598","0.908135684339726","0.512974","","","0.7032392","","","","","","","","","","","","","","","","","","","","","1971925",
"[24541]","SEAMOUNT","GALAPAGOS ISLANDS / DR383","SOUTHERN CONE","-0.52318401","-0.52318401","-91.559306","-91.559306","SAQ","-652","-652","s_AL150801-123 [24541]","NOT GIVEN [24541]","","","","","","","","","VOL","","","","","WR [24541] ","46.93353","3.65503","","16.23302","","","","12.52174","8.1288","5.47293","0.20798","","1.36009","3.8581","0.701","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","7.58172986101741","","","","","","","","","","","","","","21.1121835883171","","293.982442748092","12.1666553112419","","","34.9373001676914","25.2771218915614","54.3391101914123","133.7095463138","29.4323370742272","","","","","26.3640380484811","562.18042631217","39.1874365243558","325.220084467386","43.6740914475243","","","","","","","","","","","","0.260517558076715","264.148674800168","33.3031789023521","74.6589898031776","10.4522551883167","43.6860808210391","9.74918908614321","3.12883249903735","9.61435590762021","1.41595051546392","7.66375405558707","1.43768375136314","3.6547718332022","0.532299741602067","3.09791082269207","0.466165975103734","7.90698952095808","2.78017293233083","","","","","","","","","2.5749438555987","","3.0684762611276","0.981057471264368","0.512974","","","0.70323939","","","","","","","","","","","","","","","","","","","","","1971928",
"[24541]","SEAMOUNT","GALAPAGOS ISLANDS / DR383","SUMMIT ","-0.5220883","-0.5220883","-91.5578747","-91.5578747","SAQ","-555","-555","s_AL150801-124 [24541]","NOT GIVEN [24541]","","","","","","","","","VOL","","","","","WR [24541] ","47.3651274","3.70687215","","16.64682","","","","11.75857035","8.5163298","4.9743681","0.1922163","","1.3862568","3.850959","0.739","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","7.44626373626374","","","","","","","","","","","","","","21.5925904652499","","292.057338129496","1.77586710018289","","","35.6716402714932","22.6449939393939","40.544901065449","138.190476190476","27.9717821981113","","","","","21.4536170212766","539.896868754164","38.6508243992606","390.606008583691","41.0964661297963","","","","","","","","","","","","0.122008064516129","251.381261633919","32.7450579150579","75.9307159353349","10.0740878225441","42.7058496525584","9.50582178685236","3.0658404536862","9.62096726642098","1.40698619329389","7.52960869088116","1.42346666666667","3.71107756180411","0.52231234256927","3.12504024024024","0.451369680851064","7.52354151624549","","","","","","","","","","2.21646452685156","","2.63755066771406","0.971411513859275","","","","","","","","","","","","","","","","","","","","","","","","","1971929",
"[24541]","SEAMOUNT","GALAPAGOS ISLANDS / DR383","SUMMIT ","-0.5219551","-0.5219551","-91.55787271","-91.55787271","SAQ","-556","-556","s_AL150801-125 [24541]","NOT GIVEN [24541]","","","","","","","","","VOL","","","","","WR [24541] ","47.1419973","3.68450085","","16.40643405","","","","12.38231355","8.0958378","5.23873335","0.20299995","","1.418457","3.8354217","0.723","","","","","","","","","","","","","","","","0.106247343816534","","","","","","","","","","","","","","7.36862177843746","","","","","","","","","","","","","","21.4804728789986","","294.534868259049","14.0803004026014","","","37.3474287311347","27.4289767631472","32.8246249353337","136.977788279773","29.2016459933058","","","","","27.0718625345198","548.564244785698","38.8649463983449","330.516189582356","44.0639516702203","","","","","","","","","","","","0.26257698541329","260.89886411443","33.794110239962","79.4402086791558","10.482757878555","44.6226427196921","9.91780078636959","3.12883249903735","9.68813120606939","1.41595051546392","7.50587680090754","1.44382769901854","3.70017899291896","0.534366925064599","3.06632028469751","0.467208852005533","7.94065419161677","2.74309022556391","","","","","","","","","2.09478014482107","","3.08425519287834","1.01131034482759","","","","","","","","","","","","","","","","","","","","","","","","","1971930",
"[24541]","SEAMOUNT","GALAPAGOS ISLANDS / DR383","BASE OF MAIN EDIFICE","-0.52620527","-0.52620527","-91.5582781","-91.5582781","SAQ","-701","-701","s_AL150801-126 [24541]","NOT GIVEN [24541]","","","","","","","","","VOL","","","","","WR [24541] ","47.14630875","3.68602845","","16.3516314","","","","12.48188895","8.23369365","5.305998","0.21059775","","1.38986475","3.91818345","0.729","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","7.98210693825589","","","","","","","","","","","","","","21.278893898407","","287.855969949021","10.214621105961","","","33.9251811647352","22.8313569528077","47.3417388963661","135.127526132404","29.2154444219478","","","","","26.4133036282623","554.27760391198","37.7421995377504","396.767582673498","42.7420689655172","","","","","","","","","","","","0.256484912652197","258.829597161344","32.8359361188049","76.417261682243","10.1268773119605","42.8858929143956","9.70155279503106","3.04274450341168","9.66982980125178","1.41930965147453","7.48468902709907","1.41330037614186","3.67971417475728","0.512","3.16253914115472","0.458867924528302","7.63426809749","2.69926829268293","","","","","","","","","2.2840275211323","","2.72082215977519","0.921708108108108","","","","","","","","","","","","","","","","","","","","","","","","","1971931",
"[24541]","SEAMOUNT","GALAPAGOS ISLANDS / DR383","SOUTHERN CONE","-0.52248194","-0.52248194","-91.55894423","-91.55894423","SAQ","-650","-650","s_AL150801-127 [24541]","NOT GIVEN [24541]","","","","","","","","","VOL","","","","","WR [24541] ","46.91068","3.68169","","16.34819","","","","12.58359","8.20142","5.41482","0.2075","","1.33648","3.78946","0.694","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","7.33198581751874","","","","","","","","","","","","","","21.9961354060729","","303.830093312597","13.2428457869634","","","33.977442585767","22.1368974076117","37.824377457405","136.022531160115","30.365569823435","","","","","23.6264432029795","559.056204466738","40.4724459613197","327.074633915919","44.7936238095238","","","","","","","","","","","","0.182101910828025","268.200082542303","34.7064795649886","81.0128891973167","10.7235355648536","45.7326441102757","10.1930171000234","3.2425799086758","10.1452331946573","1.46291417165669","7.94093645189762","1.49529831932773","3.82151486460898","0.554385964912281","3.24006493506493","0.481361589403973","8.143","2.83133333333333","","","","","","","","","2.5031403887689","","3.14248560255955","1.2398275862069","","","","","","","","","","","","","","","","","","","","","","","","","1971932",
"[24541]","SEAMOUNT","GALAPAGOS ISLANDS / DR383","SUMMIT ","-0.52188826","-0.52188826","-91.55776025","-91.55776025","SAQ","-560","-560","s_AL150801-128 [24541]","NOT GIVEN [24541]","","","","","","","","","VOL","","","","","WR [24541] ","47.2892409","3.6753453","","16.6015872","","","","11.9327967","8.4200985","4.8795615","0.197406","","1.3937121","3.9963726","0.731313","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","4.37727503064978","","","","","","","","","","","","","","35.4246232584589","","332.54503990878","254.336969506444","","","40.7341919120755","55.3907747057213","105.791731669267","112.698523106241","18.7843905348976","","","","","8.33571030640668","363.339512424921","28.0556455887921","166.328754144955","20.3851229895932","","","","","","","","","","","","9.64803446418955E-02","99.0535712786059","14.23228136657","35.0780970325012","4.85873065204144","21.6420312999042","5.422150148721","1.85159768339768","5.96816755793226","0.942020463847203","5.26514157906509","1.03568409703504","2.6735211542211","0.393846153846154","2.26399834196891","0.339095108695652","4.26322093663912","1.34179411764706","","","","","","","","","1.01195841817597","","1.38891282051282","0.410124013528749","","","","","","","","","","","","","","","","","","","","","","","","","1971933",
"[24541]","SEAMOUNT","GALAPAGOS ISLANDS / DR384-5","TOP OF FIRST TERRACE ","-0.5465423","-0.5465423","-91.49482109","-91.49482109","SAQ","-902","-902","s_AL150801-129 [24541]","NOT GIVEN [24541]","","","","","","","","","VOL","","","","","WR [24541] ","48.922894175","2.5220762","","16.1516279875","","","","9.822500625","11.8381904375","6.880808775","0.160314225","","0.3840593875","2.4484665875","0.253","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","5.04948221521837","","","","","","","","","","","","","","35.3784759124088","","360.024829674489","171.118347762595","","","40.3861218596592","46.7249535603715","106.087860670652","126.959537572254","19.6557048092869","","","","","9.1440911717496","328.090280526132","31.9330332020259","228.036134045653","23.6196211753278","","","","","","","","","","","","0.106728839330968","106.674083333333","16.4025638902035","39.960910151692","5.5851898811338","24.8391740787802","6.20996526875369","2.0959271070615","6.75583047515019","1.06124851680949","6.11029563688318","1.19690590111643","3.14182789992419","0.450566037735849","2.68951164658635","0.384423435419441","4.81475760869565","","","","","","","","","","1.02746575200083","","1.44896868806976","0.485379162191192","","","","","","","","","","","","","","","","","","","","","","","","","1971934",
"[24541]","SEAMOUNT","GALAPAGOS ISLANDS / DR384-5","TOP OF SECOND TERRACE","-0.54083363","-0.54083363","-91.49759276","-91.49759276","SAQ","-761","-761","s_AL150801-130 [24541]","NOT GIVEN [24541]","","","","","","","","","VOL","","","","","WR [24541] ","49.00571","2.98696","","15.34839","","","","10.62349","11.42793","6.32454","0.17381","","0.4581","2.66313","0.305","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","4.65723144458702","","","","","","","","","","","","","","35.9901787011478","","347.538983929497","227.391701112878","","","40.7981570740006","56.1040788747932","94.3446920052425","115.058485139022","18.777676565008","","","","","8.69637492240844","336.969377761854","29.9306939704209","174.446386395843","22.1960095238095","","","","","","","","","","","","8.90276008492569E-02","100.624845233182","15.1588119043443","37.6027388387694","5.21055110579797","23.3139097744361","5.99373225579761","1.99942465753425","6.3385084300416","1.0100119760479","5.80442012356575","1.11259663865546","2.87147888657451","0.427067669172932","2.49623295454545","0.372505960264901","4.625","1.48097491039427","","","","","","","","","1.07944535637149","","1.52234624955563","0.449741379310345","0.512944","","","0.703241","","","","","","","","","","","","","","","","","","","","","1971935",
"[24541]","SEAMOUNT","GALAPAGOS ISLANDS / DR384-5","NEAR TOP OF THIRD TERRACE","-0.53682228","-0.53682228","-91.50179699","-91.50179699","SAQ","-630","-630","s_AL150801-131 [24541]","NOT GIVEN [24541]","","","","","","","","","VOL","","","","","WR [24541] ","48.79196","2.81459","","16.00208","","","","10.12952","11.74774","6.19478","0.1667","","0.415","2.62083","0.286","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","4.39382427462199","","","","","","","","","","","","","","36.4410577196474","","356.230584061827","191.490694750079","","","40.5316781738763","52.847615658363","101.599063962559","117.543687470224","19.1144521773712","","","","","8.73767873723305","345.225250264986","30.5838015903067","181.476551397442","22.5744560075686","","","","","","","","","","","","8.82692514808831E-02","102.175603611169","15.530664929836","38.284653791804","5.29905941499086","23.6578090067071","5.92524663890541","2.00648803088803","6.45929055258467","1.03139427012278","5.69339208230821","1.12173800539084","2.87356014817703","0.428717948717949","2.47687875647668","0.373926630434783","4.67209366391185","1.50095588235294","","","","","","","","","1.13373829171579","","1.52292161172161","0.479007891770011","","","","","","","","","","","","","","","","","","","","","","","","","1971936",
"[24541]","SEAMOUNT","GALAPAGOS ISLANDS / DR384-5","TOP OF TERRACE","-0.5358548","-0.5358548","-91.50178366","-91.50178366","SAQ","-604","-604","s_AL150801-132 [24541]","NOT GIVEN [24541]","","","","","","","","","VOL","","","","","WR [24541] ","48.90145","3.08479","","14.92236","","","","10.86915","11.45138","6.36086","0.17833","","0.45821","2.71315","0.31","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","4.67105512407653","","","","","","","","","","","","","","33.5869932674402","","342.697301119623","53.9309406890977","","","43.6805968468469","48.5802229587225","63.0624056366382","120.421247113164","18.9906442021804","","","","","8.79900729927007","356.341960784314","28.819130594953","190.000570613409","22.3520762711864","","","","","","","","","","","","0.113423660262892","99.2812383900929","15.3723738404994","37.4735388863323","5.19824583020286","23.146224328594","5.69201886125192","1.9313476783692","6.16027268798617","0.968072225869993","5.51387093942055","1.06547568710359","2.79316177861873","0.400490613266583","2.36027628948421","0.34071637816245","4.36590376644441","","","","","","","","","","0.884711941848391","","1.34344719277582","0.653647058823529","","","","","","","","","","","","","","","","","","","","","","","","","1971937",
"[24541]","SEAMOUNT","GALAPAGOS ISLANDS / DR386","SOUTHEAST EXTENT ","-0.52345102","-0.52345102","-91.37975001","-91.37975001","SAQ","-820","-820","s_AL150801-133 [24541]","NOT GIVEN [24541]","","","","","","","","","VOL","","","","","WR [24541] ","48.7646281","3.0706727","","14.8541306","","","","11.4305336","11.0592071","6.5625457","0.186244","","0.4972432","2.6428367","0.326","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","4.93839694462126","","","","","","","","","","","","","","32.4642079951909","","343.764743761739","45.9757313786784","","","45.8319025964501","52.3453073799188","69.953464333782","122.471777003484","18.7728568536141","","","","","9.04085614258434","355.152958435208","29.3307973805855","184.841898255964","23.6232512315271","","","","","","","","","","","","8.85124404446797E-02","106.588645376748","15.7955094584242","38.5770747663551","5.29836621454994","23.7113818531581","5.8792701863354","1.93710765731615","6.36976040408477","0.995042895442359","5.64191737005775","1.09273723804406","2.90830912621359","0.407","2.42966878980892","0.367708894878706","4.53439687158967","1.58575609756098","","","","","","","","","0.975554157656772","","1.40557205941389","0.519286486486486","","","","","","","","","","","","","","","","","","","","","","","","","1971938",
"[24541]","SEAMOUNT","GALAPAGOS ISLANDS / DR386","SOUTHEAST EXTENT ","-0.52315952","-0.52315952","-91.38018696","-91.38018696","SAQ","-801","-801","s_AL150801-134 [24541]","NOT GIVEN [24541]","","","","","","","","","VOL","","","","","WR [24541] ","48.71115","3.05088","","14.79003","","","","11.53585","10.94675","6.68889","0.1913","","0.47528","2.63659","0.325","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","4.87978577699737","","","","","","","","","","","","","","32.3930844108674","","331.935588387766","70.2785786963434","","","43.2237312163312","54.2310314396029","57.807994757536","113.400862895494","18.160569823435","","","","","9.75166977032899","353.9782156933","27.9504209328783","165.264997638167","22.3233476190476","","","","","","","","","","","","0.135564755838641","97.3072141972761","15.257437876396","37.3319269026139","5.1127050209205","22.7040100250627","5.67116842351839","1.88368949771689","6.10825487190716","0.952898203592814","5.39899382171227","1.02579831932773","2.66554061730733","0.394987468671679","2.2779237012987","0.335554966887417","4.334","1.48981362007168","","","","","","","","","1.23908164146868","","1.50218272307145","0.956206896551724","","","","","","","","","","","","","","","","","","","","","","","","","1971939",
"[24541]","SEAMOUNT","GALAPAGOS ISLANDS / DR386","MIDDLE EDIFICE ","-0.52053935","-0.52053935","-91.3831304","-91.3831304","SAQ","-637","-637","s_AL150801-137 [24541]","NOT GIVEN [24541]","","","","","","","","","VOL","","","","","WR [24541] ","48.75523335","2.97223725","","14.9597667","","","","11.10274755","11.10339075","6.56458965","0.1743474","","0.50733405","2.6130804","0.322","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","4.68930159218315","","","","","","","","","","","","","","33.4385754383453","","338.063915821136","60.5516294514387","","","45.7333536906747","58.032304847368","64.4774769032206","117.907308323769","18.2335742424881","","","","","8.28949302244972","353.686409341787","27.9184037963136","175.875211332681","22.3264974390445","","","","","","","","","","","","8.45652825586416E-02","100.151793755474","15.0713560552249","36.4770429406451","5.04806389340595","22.5684028490804","5.6510887516605","1.90207142808172","6.09257938643046","0.95330833744885","5.37138408551078","1.04768754214055","2.76462117059217","0.391372340425532","2.34968900268829","0.343844477598123","4.29005690649904","1.47703197650706","","","","","","","","","0.982421995268795","","1.320839114066","0.47917170762996","","","","","","","","","","","","","","","","","","","","","","","","","1971942",
"[24541]","SEAMOUNT","GALAPAGOS ISLANDS / DR386","NORTHERN EDIFICE","-0.51788776","-0.51788776","-91.38598026","-91.38598026","SAQ","-684","-684","s_AL150801-138 [24541]","NOT GIVEN [24541]","","","","","","","","","VOL","","","","","WR [24541] ","48.74074125","2.9935935","","15.0129714","","","","11.3767809","11.08294905","6.7844133","0.19500015","","0.45569715","2.62167315","0.321","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","6.71278708622803","","","","","","","","","","","","","","21.7874609041797","","246.140174838464","41.8975165042439","","","35.160242355925","32.7239063783192","29.6996879875195","117.931300619343","26.8320699940346","","","","","19.9517177344475","550.903592038629","34.1448617947747","289.788252013264","36.4305014191107","","","","","","","","","","","","0.209382875605816","230.706025614109","28.4845378648825","67.1640885539331","8.76727818403413","37.2267007345896","8.28647305175491","2.698938996139","8.22119429590018","1.22966030013643","6.52446253634534","1.24018867924528","3.18762136868785","0.464615384615385","2.73213347150259","0.409782608695652","6.75879008264463","2.23632352941176","","","","","","","","","1.89351537884471","","2.54305054945055","0.773618940248027","0.512931","","","0.703271","","","","","","","","","","","","","","","","","","","","","1971943",
"[24541]","SEAMOUNT","GALAPAGOS ISLANDS / DR387","NORTHEAST RIFT","-0.54330837","-0.54330837","-91.43669925","-91.43669925","SAQ","-921","-921","s_AL150801-141 [24541]","NOT GIVEN [24541]","","","","","","","","","VOL","","","","","WR [24541] ","47.86082355","2.87851095","","16.5932334","","","","11.21806125","8.90911395","6.08367705","0.19252785","","1.170021","3.5806341","0.598","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","6.86044096613143","","","","","","","","","","","","","","21.9316272600834","","245.737281457769","35.9465097553422","","","34.2965120178871","28.9113656746841","30.913735126746","121.405576559546","27.577196298484","","","","","23.3291193617674","543.901168920468","35.0243821703968","298.249178789301","37.5045534233594","","","","","","","","","","","","0.224477579686656","237.439293226756","29.2755381325731","69.5795873843965","9.16199139123751","38.4796023091725","8.55679137376385","2.7502225644975","8.41448265089813","1.24309690721649","6.82071015314804","1.30763685932388","3.30665027537372","0.479586563307494","2.86047226292652","0.426536652835408","7.20213547904192","2.39286466165414","","","","","","","","","1.80246069891909","","2.63928931750742","0.826551724137931","","","","","","","","","","","","","","","","","","","","","","","","","1971946",
"[24541]","SEAMOUNT","GALAPAGOS ISLANDS / DR387","MAIN EDIFICE","-0.54435532","-0.54435532","-91.43942298","-91.43942298","SAQ","-771","-771","s_AL150801-144 [24541]","NOT GIVEN [24541]","","","","","","","","","VOL","","","","","WR [24541] ","48.13942965","2.87750595","","16.8282024","","","","11.2368045","8.7930666","6.01718625","0.19526145","","1.16934765","3.63925575","0.608","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","7.47630258906135","","","","","","","","","","","","","","20.6413185685865","","224.691742766241","39.7683656469377","","","43.945796099791","70.8590083769667","37.9386684655385","123.124482470856","25.0843705625482","","","","","22.3487059608502","492.347897961327","31.7281327986898","344.038417190962","34.6334813057871","","","","","","","","","","","","0.219350237387611","215.645289682276","27.08082076225","62.5291915140447","8.24529541361129","34.8640562448416","7.88844412632623","2.52464168112567","7.86578233891953","1.16251588162921","6.2648808891896","1.18240003156113","3.1122359562621","0.432619138149556","2.66987878946487","0.390979671007885","6.48813367133503","2.15695256518082","","","","","","","","","1.88205942128283","","2.18032640907822","1.48690401435167","","","","","","","","","","","","","","","","","","","","","","","","","1971949",
"[24541]","SEAMOUNT","GALAPAGOS ISLANDS / DR387","MAIN EDIFICE","-0.54387766","-0.54387766","-91.44112074","-91.44112074","SAQ","-728","-728","s_AL150801-145 [24541]","NOT GIVEN [24541]","","","","","","","","","VOL","","","","","WR [24541] ","48.15904725","2.79330705","","16.5407925","","","","11.2424124","8.62763355","6.1879659","0.19417605","","1.2104622","3.5769759","0.596","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","7.3851001225991","","","","","","","","","","","","","","21.0439579186807","","234.865855821614","53.7145205910091","","","40.0205720727068","52.9824801532987","42.8139625585023","125.974273463554","26.5699622191291","","","","","24.2354688950789","506.432599222706","34.4793260128739","303.846991946945","37.5397634815516","","","","","","","","","","","","0.240174474959612","238.105647701029","29.4133814909112","69.0226660386246","9.0524338817794","38.0390290641967","8.3388999405116","2.64933359073359","8.23654188948307","1.21630559345157","6.53463475732498","1.24120107816712","3.20262429323455","0.471794871794872","2.74323150259067","0.414904891304348","7.01794931129476","2.31791911764706","","","","","","","","","2.02714993033973","","2.61784615384615","3.40710259301015","0.512971","","","0.703258","","","","","","","","","","","","","","","","","","","","","1971950",
"[24541]","SEAMOUNT","GALAPAGOS ISLANDS / DR387","MAIN EDIFICE","-0.54359783","-0.54359783","-91.44275492","-91.44275492","SAQ","-714","-714","s_AL150801-146 [24541]","NOT GIVEN [24541]","","","","","","","","","VOL","","","","","WR [24541] ","48.16367025","2.71861545","","16.63470975","","","","11.1787155","8.69145105","6.04438155","0.19102035","","1.2089949","3.6534966","0.631","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","6.94123374079827","","","","","","","","","","","","","","20.553450530292","","226.394608605495","56.5830683624801","","","45.8918627728948","73.80583287369","32.653997378768","126.076797698945","25.9772552166934","","","","","23.6068280571074","488.688212110355","33.2607053469852","291.435049598488","36.8692761904762","","","","","","","","","","","","0.22358067940552","229.643829962856","28.35496696486","66.2586537126995","8.65591930663479","36.2398496240602","8.06310330288124","2.59007305936073","8.02669936500985","1.18135329341317","6.36439011473963","1.1934768907563","3.08713122514675","0.458145363408521","2.6582362012987","0.397472847682119","6.836","2.22637275985663","","","","","","","","","1.96233174946004","","2.54362886597938","0.780969827586207","","","","","","","","","","","","","","","","","","","","","","","","","1971951",
"[24541]","SEAMOUNT","GALAPAGOS ISLANDS / DR387","MAIN EDIFICE","-0.54429389","-0.54429389","-91.44237047","-91.44237047","SAQ","-690","-690","s_AL150801-147 [24541]","NOT GIVEN [24541]","","","","","","","","","VOL","","","","","WR [24541] ","48.27542","2.7574","","16.65238","","","","11.02095","8.70994","6.06112","0.19892","","1.2093","3.68311","0.616","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","7.59058533813222","","","","","","","","","","","","","","23.1012978083369","","237.016546847378","35.6813418207538","","","35.8866835585586","36.4447604700211","38.3155510820332","127.299769053118","26.5122457879088","","","","","23.2983941605839","510.804705882353","36.084214404126","396.297860199715","37.9920668549906","","","","","","","","","","","","0.242766430738119","239.240206398349","30.6565696283764","70.8202945237","9.32565890308039","39.5114439178515","8.7156873747495","2.80569422423556","8.80702549697494","1.29438870650033","6.94272783143108","1.32636786469345","3.47780889309366","0.489156445556946","2.92389484206317","0.430117177097204","7.30098179852226","","","","","","","","","","1.96014620976116","","2.4429006674519","0.820029946524064","","","","","","","","","","","","","","","","","","","","","","","","","1971952",
"[24541]","SEAMOUNT","GALAPAGOS ISLANDS / DR387","MAIN EDIFICE","-0.54493672","-0.54493672","-91.44219378","-91.44219378","SAQ","-682","-682","s_AL150801-148 [24541]","NOT GIVEN [24541]","","","","","","","","","VOL","","","","","WR [24541] ","48.80154","2.81328","","16.76905","","","","10.97976","8.76112","5.90055","0.19194","","1.20322","3.71372","0.631","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","8.01157651203758","","","","","","","","","","","","","","22.6378680622504","","303.759776671926","7.11660690624373","","","37.2811853088481","24.0564499867339","44.3264815286624","140.645152722444","28.3701124880839","","","","","24.8736078199052","547.39490135225","36.8651079136691","389.055164034022","40.7992990546461","","","","","","","","","","","","0.237972166998012","242.425969974654","30.8200143988481","71.2806746463547","9.54317880794702","40.6620895522388","9.28709928762244","2.94040170636331","9.11226500452398","1.34631025957973","7.19841891469639","1.37630010070493","3.56371407942238","0.488865954922894","3.02047878211227","0.434693366708385","7.06946514362506","2.48826666666667","","","","","","","","","2.19124421072055","","2.50097751566532","0.863343527013252","","","","","","","","","","","","","","","","","","","","","","","","","1971953",
"[24541]","SEAMOUNT","GALAPAGOS ISLANDS / DR380","NORTHERN SEAMOUNT","-1.21936883","-1.21936883","-90.5506453","-90.5506453","SAQ","-283","-283","s_AL150801-098b [24541]","NOT GIVEN [24541]","","","","","","","","","VOL","","","","","WR [24541] ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.51293645","","","0.70383849","","","","","","","","","","","","","","","","","","","","","1971955",
