TECTONIC_SETTING,LOCATION,LATITUDE,LONGITUDE,LAND_SEA,SAMPLE_NAME,ROCK_NAME,ROCK_TYPE,SIO2_WT,TIO2_WT,AL2O3_WT,FE2O3_WT,FEO_WT,FEOT_WT,CAO_WT,MGO_WT,MNO_WT,K2O_WT,NA2O_WT,P2O5_WT,LI_PPM,BE_PPM,B_PPM,C_PPM,CO2_PPM,F_PPM,NA_PPM,MG_PPM,AL_PPM,P_PPM,S_PPM,CL_PPM,K_PPM,CA_PPM,SC_PPM,TI_PPM,V_PPM,CR_PPM,MN_PPM,FE_PPM,CO_PPM,NI_PPM,CU_PPM,ZN_PPM,GA_PPM,GE_PPM,AS_PPM,SE_PPM,BR_PPM,RB_PPM,SR_PPM,Y_PPM,ZR_PPM,NB_PPM,MO_PPM,RU_PPM,RH_PPM,PD_PPM,AG_PPM,CD_PPM,IN_PPM,SN_PPM,SB_PPM,TE_PPM,I_PPM,CS_PPM,BA_PPM,LA_PPM,CE_PPM,PR_PPM,ND_PPM,SM_PPM,EU_PPM,GD_PPM,TB_PPM,DY_PPM,HO_PPM,ER_PPM,TM_PPM,YB_PPM,LU_PPM,HF_PPM,TA_PPM,W_PPM,RE_PPM,OS_PPM,IR_PPM,PT_PPM,AU_PPM,HG_PPM,TL_PPM,PB_PPM,BI_PPM,TH_PPM,U_PPM
OCEAN ISLAND,COCOS ISLAND / COCOS ISLAND,5.6,-87,SAE,s_4C404 [620],"BASALT, ALKALINE, OLIVINE [620]",VOL,48.6,3.3,19.1,8.3,1.1,,6.2,2.6,0.19,2.3,4.2,0.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OCEAN ISLAND,COCOS ISLAND / COCOS ISLAND,5.54,-87.09,SAE,s_1 [625],"PHONOLITE, TRACHYTIC [625]",VOL,56.5,,,28.2,,,2.83,0.98,,4.25,6.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OCEAN ISLAND,COCOS ISLAND / COCOS ISLAND,5.54,-87.09,SAE,s_2 [625],ANDESITE [625],VOL,47.3,1.8,19.98,0.27,7.47,,9.2,6.17,0.35,1.4,2.8,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OCEAN ISLAND,COCOS ISLAND / COCOS ISLAND,5.54,-87.09,SAE,s_3 [625],ANDESITE [625],VOL,46.65,1.6,20.08,1.97,7.35,,9.3,5.37,0.26,1.65,2.75,0.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OCEAN ISLAND,COCOS ISLAND / COCOS ISLAND,5.54,-87.09,SAE,s_V1 [625],"BASALT, PICRITIC [625]",VOL,46.2,3.5,16.3,,,10.7,9.09,7.28,,1.38,3.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OCEAN ISLAND,COCOS ISLAND / COCOS ISLAND,5.54,-87.09,SAE,s_V2 [625],"BASALT, ALKALINE, OLIVINE [625]",VOL,49.07,3.2,17.27,,,10.1,8.4,4.42,,1.91,3.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OCEAN ISLAND,COCOS ISLAND / COCOS ISLAND,5.54,-87.09,SAE,s_V3 [625],TRACHYBASALT [625],VOL,51.9,1.79,19.35,,,7.93,4.5,2.58,,3.83,4.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OCEAN ISLAND,COCOS ISLAND / COCOS ISLAND,5.54,-87.09,SAE,s_V4 [625],TRACHYBASALT [625],VOL,51.7,2.4,17.38,,,9.34,6.25,3.44,,3.01,4.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OCEAN ISLAND,COCOS ISLAND / COCOS ISLAND,5.54,-87.09,SAE,s_V5 [625],TRACHYANDESITE [625],VOL,54.08,1.98,17.45,,,8.52,5.13,2.15,,3.42,5.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OCEAN ISLAND,COCOS ISLAND / COCOS ISLAND,5.54,-87.09,SAE,s_V6 [625],TRACHYANDESITE [625],VOL,55.76,1.54,18.08,,,7.56,3.75,1.54,,3.86,5.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
